,Taxonomy,Collection_Date,Cumulative_Count_x,Count_x,Cumulative_Count_y,Count_y
495,Coronaviridae,1947.0,41.0,19.0,4,2
496,Alphavirus,1947.0,0.0,0.0,25,1
497,Murine coronavirus,1947.0,19.0,19.0,2,2
498,Flaviviridae,1947.0,58.0,12.0,61,17
499,Influenza A virus,1947.0,950.0,46.0,666,33
500,Retroviridae,1947.0,162.0,1.0,125,1
501,Flavivirus,1947.0,54.0,12.0,59,17
502,Arenaviridae,1947.0,10.0,4.0,5,2
503,Avian orthoavulavirus 1,1947.0,19.0,3.0,13,3
504,Mammarenavirus,1947.0,10.0,4.0,5,2
505,Poxviridae,1947.0,669.0,3.0,43,3
506,Paramyxoviridae,1947.0,78.0,3.0,25,3
507,Togaviridae,1947.0,0.0,0.0,25,1
508,Orthopoxvirus,1947.0,634.0,3.0,8,3
509,Alphainfluenzavirus,1947.0,950.0,46.0,666,33
510,Eastern equine encephalitis virus,1947.0,0.0,0.0,9,1
511,Equine infectious anemia virus,1947.0,1.0,1.0,1,1
512,Picornaviridae,1947.0,20.0,2.0,20,2
513,Foot-and-mouth disease virus,1947.0,14.0,2.0,14,2
514,All Species,1947.0,2497.0,98.0,1339,71
515,All Species,1948.0,2577.0,80.0,1390,51
516,Bornaviridae,1948.0,5.0,5.0,1,1
517,Japanese encephalitis virus,1948.0,13.0,2.0,13,2
518,Poxviridae,1948.0,670.0,1.0,44,1
519,Alphainfluenzavirus,1948.0,983.0,33.0,690,24
520,Picornaviridae,1948.0,21.0,1.0,21,1
521,Influenza A virus,1948.0,983.0,33.0,690,24
522,Variola virus,1948.0,6.0,1.0,6,1
523,Trivittatus orthobunyavirus,1948.0,8.0,8.0,6,6
524,Paramyxoviridae,1948.0,92.0,14.0,31,6
525,Omsk hemorrhagic fever virus,1948.0,1.0,1.0,1,1
526,Flavivirus,1948.0,57.0,3.0,62,3
527,Rhabdoviridae,1948.0,68.0,15.0,30,9
528,Mammalian 1 orthobornavirus,1948.0,5.0,5.0,1,1
529,Avian orthoavulavirus 1,1948.0,33.0,14.0,19,6
530,Orthopoxvirus,1948.0,635.0,1.0,9,1
531,Orthobunyavirus,1948.0,47.0,8.0,40,6
532,Foot-and-mouth disease virus,1948.0,15.0,1.0,15,1
533,Orthobornavirus,1948.0,5.0,5.0,1,1
534,Peribunyaviridae,1948.0,51.0,8.0,43,6
535,Aphthovirus,1948.0,15.0,1.0,15,1
536,Orthoavulavirus,1948.0,33.0,14.0,19,6
537,Orthomyxoviridae,1948.0,1001.0,33.0,704,24
538,Rabies lyssavirus,1948.0,35.0,10.0,19,2
539,Citrus leprosis virus,1948.0,5.0,5.0,7,7
540,Lyssavirus,1948.0,40.0,10.0,20,2
541,Flaviviridae,1948.0,61.0,3.0,64,3
542,Rinderpest morbillivirus,1949.0,70.0,14.0,10,2
543,Japanese encephalitis virus,1949.0,17.0,4.0,17,4
544,Flavivirus,1949.0,61.0,4.0,66,4
545,Alphainfluenzavirus,1949.0,1045.0,62.0,735,45
546,Mammarenavirus,1949.0,12.0,2.0,6,1
547,Arenaviridae,1949.0,12.0,2.0,6,1
548,Aviadenovirus,1949.0,38.0,38.0,1,1
549,Paramyxoviridae,1949.0,106.0,14.0,33,2
550,Adenoviridae,1949.0,38.0,38.0,1,1
551,All Species,1949.0,3235.0,658.0,1454,64
552,Enterovirus,1949.0,6.0,2.0,6,2
553,African swine fever virus,1949.0,197.0,197.0,7,7
554,Enterovirus B,1949.0,1.0,1.0,1,1
555,Picornaviridae,1949.0,23.0,2.0,23,2
556,Myxoma virus,1949.0,339.0,339.0,2,2
557,Fowl aviadenovirus A,1949.0,38.0,38.0,1,1
558,Morbillivirus,1949.0,73.0,14.0,14,2
559,Influenza A virus,1949.0,1045.0,62.0,735,45
560,Enterovirus A,1949.0,2.0,1.0,2,1
561,Lymphocytic choriomeningitis mammarenavirus,1949.0,12.0,2.0,6,1
562,Poxviridae,1949.0,1009.0,339.0,46,2
563,Asfivirus,1949.0,197.0,197.0,7,7
564,Orthomyxoviridae,1949.0,1063.0,62.0,749,45
565,Leporipoxvirus,1949.0,339.0,339.0,2,2
566,Asfarviridae,1949.0,197.0,197.0,7,7
567,Flaviviridae,1949.0,65.0,4.0,68,4
568,Gammainfluenzavirus,1950.0,12.0,5.0,9,3
569,All Species,1950.0,3467.0,232.0,1499,45
570,Aphthovirus,1950.0,17.0,2.0,17,2
571,Paramyxoviridae,1950.0,110.0,4.0,36,3
572,Alphavirus,1950.0,38.0,2.0,26,1
573,Foot-and-mouth disease virus,1950.0,17.0,2.0,17,2
574,Flaviviridae,1950.0,67.0,2.0,70,2
575,Western equine encephalitis virus,1950.0,15.0,2.0,11,1
576,Orthoavulavirus,1950.0,36.0,3.0,21,2
577,Influenza A virus,1950.0,1086.0,41.0,765,30
578,Myxoma virus,1950.0,508.0,169.0,3,1
579,Influenza C virus,1950.0,12.0,5.0,9,3
580,Avian orthoavulavirus 1,1950.0,36.0,3.0,21,2
581,Picornaviridae,1950.0,25.0,2.0,25,2
582,Poxviridae,1950.0,1178.0,169.0,47,1
583,Orthorubulavirus,1950.0,1.0,1.0,1,1
584,Lyssavirus,1950.0,47.0,7.0,23,3
585,Mumps orthorubulavirus,1950.0,1.0,1.0,1,1
586,Togaviridae,1950.0,38.0,2.0,26,1
587,Saint Louis encephalitis virus,1950.0,2.0,1.0,2,1
588,Japanese encephalitis virus,1950.0,18.0,1.0,18,1
589,Orthomyxoviridae,1950.0,1109.0,46.0,782,33
590,Rhabdoviridae,1950.0,75.0,7.0,33,3
591,Alphainfluenzavirus,1950.0,1086.0,41.0,765,30
592,Rabies lyssavirus,1950.0,42.0,7.0,22,3
593,Flavivirus,1950.0,63.0,2.0,68,2
594,Leporipoxvirus,1950.0,508.0,169.0,3,1
595,Japanese encephalitis virus,1951.0,19.0,1.0,19,1
596,Simplexvirus,1951.0,215.0,144.0,73,2
597,Herpesviridae,1951.0,216.0,144.0,74,2
598,Rift Valley fever phlebovirus,1951.0,19.0,10.0,15,8
599,Alphainfluenzavirus,1951.0,1154.0,68.0,814,49
600,Eastern equine encephalitis virus,1951.0,14.0,2.0,10,1
601,Phlebovirus,1951.0,19.0,10.0,15,8
602,Variola virus,1951.0,8.0,2.0,8,2
603,Orthomyxoviridae,1951.0,1177.0,68.0,831,49
604,Flaviviridae,1951.0,72.0,5.0,75,5
605,Tick-borne encephalitis virus,1951.0,18.0,2.0,18,2
606,Myxoma virus,1951.0,673.0,165.0,4,1
607,Orthoavulavirus,1951.0,43.0,7.0,23,2
608,Orthopoxvirus,1951.0,637.0,2.0,11,2
609,Togaviridae,1951.0,40.0,2.0,27,1
610,Phenuiviridae,1951.0,19.0,10.0,15,8
611,Leporipoxvirus,1951.0,673.0,165.0,4,1
612,Flavivirus,1951.0,66.0,3.0,71,3
613,Poxviridae,1951.0,1345.0,167.0,50,3
614,Pestivirus C,1951.0,2.0,2.0,2,2
615,Avian orthoavulavirus 1,1951.0,43.0,7.0,23,2
616,Pestivirus,1951.0,2.0,2.0,2,2
617,All Species,1951.0,3870.0,403.0,1569,70
618,Paramyxoviridae,1951.0,117.0,7.0,38,2
619,Alphavirus,1951.0,40.0,2.0,27,1
620,Human alphaherpesvirus 1,1951.0,215.0,144.0,73,2
621,Influenza A virus,1951.0,1154.0,68.0,814,49
622,All Species,1952.0,4664.0,794.0,1628,59
623,Japanese encephalitis virus,1952.0,21.0,2.0,21,2
624,Nairoviridae,1952.0,17.0,6.0,20,9
625,Vibrio phage 11895-B1,1952.0,392.0,392.0,2,2
626,Tick-borne encephalitis virus,1952.0,20.0,2.0,20,2
627,Orbivirus,1952.0,180.0,34.0,172,30
628,Alphacoronavirus 1,1952.0,9.0,9.0,1,1
629,Foot-and-mouth disease virus,1952.0,18.0,1.0,18,1
630,Orthopoxvirus,1952.0,638.0,1.0,12,1
631,Poxviridae,1952.0,1681.0,336.0,53,3
632,Flavivirus,1952.0,71.0,5.0,76,5
633,Reoviridae,1952.0,180.0,34.0,172,30
634,Wad Medani virus,1952.0,24.0,24.0,20,20
635,Alphacoronavirus,1952.0,9.0,9.0,1,1
636,Coronaviridae,1952.0,50.0,9.0,5,1
637,Flaviviridae,1952.0,77.0,5.0,80,5
638,Myxoma virus,1952.0,1008.0,335.0,6,2
639,Enterovirus C,1952.0,5.0,2.0,5,2
640,Enterovirus A,1952.0,3.0,1.0,3,1
641,Variola virus,1952.0,9.0,1.0,9,1
642,Aphthovirus,1952.0,18.0,1.0,18,1
643,Orthonairovirus,1952.0,17.0,6.0,20,9
644,African horse sickness virus,1952.0,50.0,10.0,50,10
645,Myoviridae,1952.0,392.0,392.0,2,2
646,Sindbis virus,1952.0,5.0,5.0,2,2
647,Leporipoxvirus,1952.0,1008.0,335.0,6,2
648,Qalyub orthonairovirus,1952.0,6.0,6.0,9,9
649,Enterovirus,1952.0,9.0,3.0,9,3
650,Qualyub virus,1952.0,3.0,3.0,3,3
651,Spondweni virus,1952.0,1.0,1.0,1,1
652,Picornaviridae,1952.0,29.0,4.0,29,4
653,Alphavirus,1952.0,45.0,5.0,29,2
654,Togaviridae,1952.0,45.0,5.0,29,2
655,Rinderpest morbillivirus,1953.0,77.0,7.0,11,1
656,Lamium mild mosaic virus,1953.0,12.0,12.0,4,4
657,Orthopoxvirus,1953.0,869.0,231.0,15,3
658,Alphainfluenzavirus,1953.0,1188.0,34.0,838,24
659,Influenza A virus,1953.0,1188.0,34.0,838,24
660,Mastadenovirus,1953.0,113.0,113.0,4,4
661,West Nile virus,1953.0,3.0,1.0,3,1
662,Orbivirus,1953.0,203.0,23.0,195,23
663,Myxoma virus,1953.0,1175.0,167.0,7,1
664,Hepacivirus,1953.0,6.0,2.0,4,2
665,All Species,1953.0,5271.0,607.0,1704,76
666,Hepacivirus C,1953.0,6.0,2.0,4,2
667,Morbillivirus,1953.0,80.0,7.0,15,1
668,Paramyxoviridae,1953.0,124.0,7.0,39,1
669,Poxviridae,1953.0,2079.0,398.0,57,4
670,Sindbis virus,1953.0,7.0,2.0,4,2
671,Variola virus,1953.0,11.0,2.0,11,2
672,Bluetongue virus,1953.0,129.0,23.0,125,23
673,Adenoviridae,1953.0,151.0,113.0,5,4
674,Chikungunya virus,1953.0,2.0,2.0,1,1
675,Alphavirus,1953.0,56.0,11.0,36,7
676,Leporipoxvirus,1953.0,1175.0,167.0,7,1
677,Reoviridae,1953.0,203.0,23.0,195,23
678,Human mastadenovirus C,1953.0,75.0,75.0,3,3
679,Western equine encephalitis virus,1953.0,18.0,3.0,13,2
680,Foot-and-mouth disease virus,1953.0,20.0,2.0,20,2
681,Eastern equine encephalitis virus,1953.0,16.0,2.0,11,1
682,Aphthovirus,1953.0,20.0,2.0,20,2
683,Dengue virus,1953.0,10.0,2.0,10,2
684,Saint Louis encephalitis virus,1953.0,3.0,1.0,3,1
685,Togaviridae,1953.0,56.0,11.0,36,7
686,Flaviviridae,1953.0,84.0,7.0,87,7
687,Orthomyxoviridae,1953.0,1211.0,34.0,855,24
688,Semliki Forest virus,1953.0,5.0,2.0,2,1
689,Flavivirus,1953.0,76.0,5.0,81,5
690,Tick-borne encephalitis virus,1953.0,21.0,1.0,21,1
691,Vaccinia virus,1953.0,684.0,229.0,3,1
692,Fabavirus,1953.0,14.0,12.0,6,4
693,Human mastadenovirus E,1953.0,38.0,38.0,1,1
694,Picornaviridae,1953.0,31.0,2.0,31,2
695,Secoviridae,1953.0,14.0,12.0,6,4
696,African swine fever virus,1954.0,198.0,1.0,8,1
697,Reoviridae,1954.0,239.0,36.0,225,30
698,Leporipoxvirus,1954.0,1513.0,338.0,9,2
699,Measles morbillivirus,1954.0,4.0,1.0,5,1
700,Influenza C virus,1954.0,21.0,9.0,16,7
701,Gammainfluenzavirus,1954.0,21.0,9.0,16,7
702,Wad Medani virus,1954.0,36.0,12.0,30,10
703,Oriboca orthobunyavirus,1954.0,20.0,20.0,15,15
704,Orthorubulavirus,1954.0,4.0,3.0,4,3
705,Lyssavirus,1954.0,48.0,1.0,24,1
706,Togaviridae,1954.0,59.0,3.0,38,2
707,Nairoviridae,1954.0,19.0,2.0,22,2
708,Phenuiviridae,1954.0,27.0,8.0,21,6
709,Asfarviridae,1954.0,198.0,1.0,8,1
710,Bhanja bandavirus,1954.0,8.0,8.0,6,6
711,Nairobi sheep disease orthonairovirus,1954.0,2.0,2.0,2,2
712,Myxoma virus,1954.0,1513.0,338.0,9,2
713,Ganjam virus,1954.0,3.0,3.0,3,3
714,Influenza A virus,1954.0,1233.0,45.0,870,32
715,Gammacoronavirus,1954.0,34.0,12.0,3,1
716,Orbivirus,1954.0,239.0,36.0,225,30
717,Orthomyxoviridae,1954.0,1265.0,54.0,894,39
718,Poxviridae,1954.0,2577.0,498.0,62,5
719,Coronaviridae,1954.0,62.0,12.0,6,1
720,Manzanilla orthobunyavirus,1954.0,3.0,3.0,3,3
721,Peribunyaviridae,1954.0,101.0,50.0,82,39
722,Lumpy skin disease virus,1954.0,160.0,160.0,3,3
723,Yellow fever virus,1954.0,5.0,1.0,5,1
724,Morbillivirus,1954.0,95.0,15.0,18,3
725,Sindbis virus,1954.0,8.0,1.0,5,1
726,Rinderpest morbillivirus,1954.0,91.0,14.0,13,2
727,Mastadenovirus,1954.0,148.0,35.0,5,1
728,Alphainfluenzavirus,1954.0,1233.0,45.0,870,32
729,Turlock orthobunyavirus,1954.0,4.0,4.0,3,3
730,All Species,1954.0,5995.0,724.0,1843,139
731,Asfivirus,1954.0,198.0,1.0,8,1
732,Tick-borne encephalitis virus,1954.0,23.0,2.0,23,2
733,Bandavirus,1954.0,8.0,8.0,6,6
734,Orthonairovirus,1954.0,19.0,2.0,22,2
735,Avian coronavirus,1954.0,34.0,12.0,3,1
736,Mayaro virus,1954.0,2.0,2.0,1,1
737,Flavivirus,1954.0,79.0,3.0,84,3
738,Rhabdoviridae,1954.0,76.0,1.0,34,1
739,Mumps orthorubulavirus,1954.0,4.0,3.0,4,3
740,Chenuda virus,1954.0,24.0,24.0,20,20
741,Adenoviridae,1954.0,186.0,35.0,6,1
742,Wanowrie virus,1954.0,3.0,3.0,3,3
743,Flaviviridae,1954.0,87.0,3.0,90,3
744,Orthobunyavirus,1954.0,94.0,47.0,76,36
745,Paramyxoviridae,1954.0,142.0,18.0,45,6
746,Marituba orthobunyavirus,1954.0,20.0,20.0,15,15
747,Human mastadenovirus A,1954.0,35.0,35.0,1,1
748,Capripoxvirus,1954.0,188.0,160.0,31,3
749,Rabies lyssavirus,1954.0,43.0,1.0,23,1
750,Alphavirus,1954.0,59.0,3.0,38,2
751,Human mastadenovirus D,1955.0,276.0,276.0,7,7
752,Avian orthoavulavirus 1,1955.0,44.0,1.0,24,1
753,Saint Louis encephalitis virus,1955.0,6.0,3.0,6,3
754,Togaviridae,1955.0,78.0,19.0,47,9
755,Flavivirus,1955.0,96.0,17.0,101,17
756,Bwamba orthobunyavirus,1955.0,16.0,6.0,11,4
757,Rhabdoviridae,1955.0,106.0,30.0,40,6
758,Flaviviridae,1955.0,104.0,17.0,107,17
759,Epizootic hemorrhagic disease virus,1955.0,20.0,20.0,20,20
760,Orbivirus,1955.0,279.0,40.0,265,40
761,Madariaga virus,1955.0,6.0,2.0,3,1
762,Omsk hemorrhagic fever virus,1955.0,2.0,1.0,2,1
763,Paramyxoviridae,1955.0,143.0,1.0,46,1
764,Phlebovirus,1955.0,46.0,27.0,35,20
765,Spondweni virus,1955.0,2.0,1.0,2,1
766,Perisivirus,1955.0,174.0,174.0,3,3
767,Sindbis virus,1955.0,9.0,1.0,6,1
768,Bimiti orthobunyavirus,1955.0,6.0,6.0,6,6
769,Nepovirus,1955.0,2.0,2.0,2,2
770,Wyeomyia orthobunyavirus,1955.0,15.0,6.0,15,6
771,Bluetongue virus,1955.0,149.0,20.0,145,20
772,All Species,1955.0,7096.0,1101.0,2040,197
773,Triniti orthobunyavirus,1955.0,3.0,3.0,3,3
774,Human mastadenovirus B,1955.0,37.0,37.0,1,1
775,Simian adenovirus 2,1955.0,37.0,37.0,1,1
776,Foot-and-mouth disease virus,1955.0,22.0,2.0,22,2
777,West Nile virus,1955.0,5.0,2.0,5,2
778,Hapavirus,1955.0,45.0,22.0,7,4
779,Orthobunyavirus,1955.0,195.0,101.0,162,86
780,Podoviridae,1955.0,174.0,174.0,3,3
781,Marituba orthobunyavirus,1955.0,36.0,16.0,27,12
782,Apeu orthobunyavirus,1955.0,8.0,8.0,6,6
783,Aruac virus,1955.0,8.0,8.0,2,2
784,Yellow fever virus,1955.0,7.0,2.0,7,2
785,Turlock orthobunyavirus,1955.0,13.0,9.0,10,7
786,Alphavirus,1955.0,78.0,19.0,47,9
787,Secoviridae,1955.0,16.0,2.0,8,2
788,Catu orthobunyavirus,1955.0,6.0,6.0,6,6
789,Tomato black ring virus,1955.0,2.0,2.0,2,2
790,Melao orthobunyavirus,1955.0,8.0,8.0,6,6
791,Anopheles A orthobunyavirus,1955.0,12.0,6.0,12,6
792,Hart Park hapavirus,1955.0,29.0,22.0,5,4
793,Mayaro virus,1955.0,11.0,9.0,4,3
794,Japanese encephalitis virus,1955.0,23.0,2.0,23,2
795,Kairi orthobunyavirus,1955.0,4.0,4.0,3,3
796,Batai orthobunyavirus,1955.0,7.0,7.0,6,6
797,Mastadenovirus,1955.0,498.0,350.0,14,9
798,Picornaviridae,1955.0,33.0,2.0,33,2
799,Adenoviridae,1955.0,536.0,350.0,15,9
800,Leporipoxvirus,1955.0,1851.0,338.0,11,2
801,Oropouche orthobunyavirus,1955.0,4.0,4.0,3,3
802,Tacaiuma orthobunyavirus,1955.0,6.0,6.0,6,6
803,Orthoavulavirus,1955.0,44.0,1.0,24,1
804,Phenuiviridae,1955.0,54.0,27.0,41,20
805,Myxoma virus,1955.0,1851.0,338.0,11,2
806,Peribunyaviridae,1955.0,202.0,101.0,168,86
807,Poxviridae,1955.0,2915.0,338.0,64,2
808,Brucella virus Tb,1955.0,174.0,174.0,3,3
809,Rift Valley fever phlebovirus,1955.0,46.0,27.0,35,20
810,Guama orthobunyavirus,1955.0,6.0,6.0,6,6
811,Getah virus,1955.0,7.0,7.0,4,4
812,Reoviridae,1955.0,279.0,40.0,265,40
813,Aphthovirus,1955.0,22.0,2.0,22,2
814,Wesselsbron virus,1955.0,6.0,6.0,6,6
815,Madrid orthobunyavirus,1956.0,8.0,8.0,6,6
816,Flaviviridae,1956.0,120.0,16.0,123,16
817,Reoviridae,1956.0,321.0,42.0,305,40
818,Human betaherpesvirus 5,1956.0,316.0,316.0,2,2
819,Orbivirus,1956.0,321.0,42.0,305,40
820,Caraparu orthobunyavirus,1956.0,20.0,20.0,15,15
821,Poxviridae,1956.0,3085.0,170.0,66,2
822,Gammacoronavirus,1956.0,48.0,14.0,5,2
823,Orthonairovirus,1956.0,28.0,9.0,31,9
824,Orthobunyavirus,1956.0,250.0,55.0,204,42
825,Madariaga virus,1956.0,19.0,13.0,5,2
826,Guaroa orthobunyavirus,1956.0,4.0,4.0,3,3
827,Bovine fever ephemerovirus,1956.0,1.0,1.0,1,1
828,Spodoptera littoralis nucleopolyhedrovirus,1956.0,264.0,264.0,2,2
829,Phlebovirus,1956.0,51.0,5.0,39,4
830,Orthopneumovirus,1956.0,14.0,14.0,2,2
831,Herpesviridae,1956.0,608.0,392.0,79,5
832,Leporipoxvirus,1956.0,2020.0,169.0,12,1
833,Varicellovirus,1956.0,77.0,76.0,4,3
834,Rhabdoviridae,1956.0,154.0,48.0,62,22
835,Phenuiviridae,1956.0,59.0,5.0,45,4
836,Kern Canyon ledantevirus,1956.0,13.0,13.0,3,3
837,Mammarenavirus,1956.0,16.0,4.0,8,2
838,Lagos bat lyssavirus,1956.0,12.0,12.0,8,8
839,Arenaviridae,1956.0,16.0,4.0,8,2
840,Simian adenovirus 2,1956.0,41.0,4.0,4,3
841,Pneumoviridae,1956.0,15.0,14.0,3,2
842,Myoviridae,1956.0,526.0,134.0,4,2
843,Murray Valley encephalitis virus,1956.0,2.0,2.0,2,2
844,Rabies lyssavirus,1956.0,64.0,21.0,32,9
845,Cache Valley orthobunyavirus,1956.0,8.0,8.0,6,6
846,Vibrio phage vB_VchM-138,1956.0,134.0,134.0,2,2
847,Rift Valley fever phlebovirus,1956.0,51.0,5.0,39,4
848,Chikungunya virus,1956.0,4.0,2.0,2,1
849,Rio Bravo virus,1956.0,1.0,1.0,1,1
850,Getah virus,1956.0,9.0,2.0,5,1
851,Influenza A virus,1956.0,1383.0,150.0,981,111
852,Alphavirus,1956.0,96.0,18.0,52,5
853,Adenoviridae,1956.0,732.0,196.0,23,8
854,Turlock orthobunyavirus,1956.0,20.0,7.0,16,6
855,Baculoviridae,1956.0,264.0,264.0,2,2
856,Goatpox virus,1956.0,29.0,1.0,29,1
857,Alphainfluenzavirus,1956.0,1383.0,150.0,981,111
858,Bakau orthobunyavirus,1956.0,8.0,8.0,6,6
859,Secoviridae,1956.0,18.0,2.0,10,2
860,Metaavulavirus,1956.0,14.0,14.0,3,3
861,Mastadenovirus,1956.0,694.0,196.0,22,8
862,Japanese encephalitis virus,1956.0,26.0,3.0,26,3
863,Coronaviridae,1956.0,76.0,14.0,8,2
864,Crimean-Congo hemorrhagic fever orthonairovirus,1956.0,7.0,7.0,7,7
865,Cytomegalovirus,1956.0,316.0,316.0,2,2
866,Capripoxvirus,1956.0,189.0,1.0,32,1
867,Peribunyaviridae,1956.0,257.0,55.0,210,42
868,Orthomyxoviridae,1956.0,1415.0,150.0,1005,111
869,Nairobi sheep disease orthonairovirus,1956.0,4.0,2.0,4,2
870,Avian coronavirus,1956.0,48.0,14.0,5,2
871,Flavivirus,1956.0,112.0,16.0,117,16
872,Avian metaavulavirus 2,1956.0,14.0,14.0,3,3
873,Beet ringspot virus,1956.0,2.0,2.0,2,2
874,Ledantevirus,1956.0,13.0,13.0,3,3
875,Lebombo virus,1956.0,22.0,22.0,20,20
876,Togaviridae,1956.0,96.0,18.0,52,5
877,Sindbis virus,1956.0,10.0,1.0,7,1
878,All Species,1956.0,8643.0,1547.0,2319,279
879,Lyssavirus,1956.0,81.0,33.0,41,17
880,Bluetongue virus,1956.0,169.0,20.0,165,20
881,Paramyxoviridae,1956.0,157.0,14.0,49,3
882,Tacaribe mammarenavirus,1956.0,4.0,4.0,2,2
883,Myxoma virus,1956.0,2020.0,169.0,12,1
884,Human mastadenovirus D,1956.0,468.0,192.0,12,5
885,Navarro virus,1956.0,1.0,1.0,1,1
886,Langat virus,1956.0,1.0,1.0,1,1
887,Nairoviridae,1956.0,28.0,9.0,31,9
888,Dengue virus,1956.0,19.0,9.0,19,9
889,Human orthopneumovirus,1956.0,14.0,14.0,2,2
890,Alphabaculovirus,1956.0,264.0,264.0,2,2
891,Bovine alphaherpesvirus 1,1956.0,76.0,76.0,3,3
892,Ephemerovirus,1956.0,1.0,1.0,1,1
893,Nepovirus,1956.0,4.0,2.0,4,2
894,Potato virus Y,1957.0,7.0,1.0,6,1
895,Herpesviridae,1957.0,845.0,237.0,82,3
896,Phenuiviridae,1957.0,72.0,13.0,55,10
897,Hepatovirus A,1957.0,7.0,7.0,7,7
898,Hepatovirus,1957.0,7.0,7.0,7,7
899,Orthomyxoviridae,1957.0,1730.0,315.0,1231,226
900,Cytomegalovirus,1957.0,476.0,160.0,4,2
901,Uukuvirus,1957.0,13.0,13.0,10,10
902,Asfarviridae,1957.0,208.0,10.0,17,9
903,Potyviridae,1957.0,7.0,1.0,6,1
904,Alphavirus,1957.0,104.0,8.0,55,3
905,Herelleviridae,1957.0,659.0,659.0,3,3
906,Paramyxoviridae,1957.0,166.0,9.0,53,4
907,Human betaherpesvirus 5,1957.0,475.0,159.0,3,1
908,Partitiviridae,1957.0,1.0,1.0,1,1
909,Aphthovirus,1957.0,24.0,2.0,24,2
910,Simian adenovirus 17,1957.0,36.0,36.0,1,1
911,Wesselsbron virus,1957.0,15.0,9.0,15,9
912,Bertioga orthobunyavirus,1957.0,6.0,6.0,6,6
913,Enterovirus B,1957.0,7.0,6.0,7,6
914,Picornaviridae,1957.0,49.0,16.0,49,16
915,West Nile virus,1957.0,8.0,3.0,8,3
916,Mumps orthorubulavirus,1957.0,7.0,3.0,7,3
917,Kyasanur Forest disease virus,1957.0,5.0,5.0,5,5
918,Marituba orthobunyavirus,1957.0,40.0,4.0,30,3
919,Turlock orthobunyavirus,1957.0,25.0,5.0,20,4
920,Alphainfluenzavirus,1957.0,1698.0,315.0,1207,226
921,Middelburg virus,1957.0,2.0,2.0,1,1
922,Secoviridae,1957.0,20.0,2.0,12,2
923,Mastadenovirus,1957.0,772.0,78.0,27,5
924,Kairi orthobunyavirus,1957.0,12.0,8.0,9,6
925,Kaisodi uukuvirus,1957.0,13.0,13.0,10,10
926,Kayvirus,1957.0,659.0,659.0,3,3
927,Simian mastadenovirus A,1957.0,4.0,4.0,3,3
928,Heterobasidion partitivirus 14,1957.0,1.0,1.0,1,1
929,Influenza A virus,1957.0,1698.0,315.0,1207,226
930,Turnip rosette virus,1957.0,12.0,12.0,3,3
931,Cercopithecine betaherpesvirus 5,1957.0,1.0,1.0,1,1
932,Batai orthobunyavirus,1957.0,15.0,8.0,12,6
933,Asfivirus,1957.0,208.0,10.0,17,9
934,Orthobunyavirus,1957.0,295.0,45.0,238,34
935,Staphylococcus phage 812,1957.0,659.0,659.0,3,3
936,Orthorubulavirus,1957.0,7.0,3.0,7,3
937,Maguari orthobunyavirus,1957.0,14.0,14.0,9,9
938,Mardivirus,1957.0,77.0,77.0,1,1
939,Solemoviridae,1957.0,12.0,12.0,3,3
940,Sobemovirus,1957.0,12.0,12.0,3,3
941,All Species,1957.0,10071.0,1428.0,2661,342
942,Mayaro virus,1957.0,17.0,6.0,6,2
943,Human mastadenovirus B,1957.0,75.0,38.0,2,1
944,Nepovirus,1957.0,6.0,2.0,6,2
945,Human respirovirus 1,1957.0,6.0,6.0,1,1
946,Ilheus virus,1957.0,1.0,1.0,1,1
947,Anatid alphaherpesvirus 1,1957.0,77.0,77.0,1,1
948,Peribunyaviridae,1957.0,302.0,45.0,244,34
949,Enterovirus,1957.0,15.0,6.0,15,6
950,Dengue virus,1957.0,20.0,1.0,20,1
951,Potyvirus,1957.0,7.0,1.0,6,1
952,Lyssavirus,1957.0,82.0,1.0,42,1
953,Togaviridae,1957.0,104.0,8.0,55,3
954,Rabies lyssavirus,1957.0,65.0,1.0,33,1
955,Adenoviridae,1957.0,810.0,78.0,28,5
956,Flavivirus,1957.0,133.0,21.0,138,21
957,Teschovirus A,1957.0,1.0,1.0,1,1
958,African swine fever virus,1957.0,208.0,10.0,17,9
959,Respirovirus,1957.0,6.0,6.0,1,1
960,Tick-borne encephalitis virus,1957.0,25.0,2.0,25,2
961,Tomato black ring virus,1957.0,4.0,2.0,4,2
962,Flaviviridae,1957.0,141.0,21.0,144,21
963,Rhabdoviridae,1957.0,155.0,1.0,63,1
964,Teschovirus,1957.0,1.0,1.0,1,1
965,Foot-and-mouth disease virus,1957.0,24.0,2.0,24,2
966,Orthobunyavirus,1958.0,331.0,36.0,267,29
967,Adenoviridae,1958.0,1089.0,279.0,52,24
968,Powassan virus,1958.0,1.0,1.0,1,1
969,Crimean-Congo hemorrhagic fever orthonairovirus,1958.0,10.0,3.0,10,3
970,Human mastadenovirus G,1958.0,36.0,36.0,1,1
971,Mumps orthorubulavirus,1958.0,9.0,2.0,9,2
972,Gammaretrovirus,1958.0,20.0,1.0,10,1
973,Human mastadenovirus D,1958.0,508.0,40.0,13,1
974,Human mastadenovirus B,1958.0,116.0,41.0,3,1
975,Madariaga virus,1958.0,21.0,2.0,6,1
976,Orthorubulavirus,1958.0,9.0,2.0,9,2
977,Aphthovirus,1958.0,26.0,2.0,26,2
