,Taxonomy,Country,Cumulative_Count,Count
564,Adenovirus PREDICT_AdV-18,Cameroon,2,2
565,Adenovirus PREDICT_AdV-19,Cameroon,1,1
566,Adenovirus PREDICT_AdV-2,Rwanda,1,1
567,Adenovirus PREDICT_AdV-20,Cameroon,1,1
568,Adenovirus PREDICT_AdV-21,Cameroon,2,2
569,Adenovirus PREDICT_AdV-22,Cameroon,4,4
570,Adenovirus PREDICT_AdV-23,Cameroon,1,1
571,Adenovirus PREDICT_AdV-24,Cameroon,7,7
572,Adenovirus PREDICT_AdV-25,Cameroon,2,2
573,Adenovirus PREDICT_AdV-26,Malaysia,1,1
574,Adenovirus PREDICT_AdV-27,Malaysia,1,1
575,Adenovirus PREDICT_AdV-28,Cameroon,3,3
576,Adenovirus PREDICT_AdV-29,Cameroon,4,4
577,Adenovirus PREDICT_AdV-3,Bangladesh,1,1
578,Adenovirus PREDICT_AdV-30,Cameroon,1,1
579,Adenovirus PREDICT_AdV-31,Uganda,2,2
580,Adenovirus PREDICT_AdV-32,Uganda,1,1
581,Adenovirus PREDICT_AdV-33,Cameroon,3,3
582,Adenovirus PREDICT_AdV-34,Cameroon,3,3
583,Adenovirus PREDICT_AdV-35,Cameroon,4,4
584,Adenovirus PREDICT_AdV-36,Cameroon,3,3
585,Adenovirus PREDICT_AdV-37,Cameroon,2,2
586,Adenovirus PREDICT_AdV-38,Cameroon,12,12
587,Adenovirus PREDICT_AdV-39,Cameroon,1,1
588,Adenovirus PREDICT_AdV-40,Cameroon,1,1
589,Adenovirus PREDICT_AdV-41,Cameroon,2,2
590,Adenovirus PREDICT_AdV-42,Cameroon,1,1
591,Adenovirus PREDICT_AdV-43,Uganda,3,3
592,Adenovirus PREDICT_AdV-44,Cameroon,3,3
593,Adenovirus PREDICT_AdV-45,Cameroon,2,2
594,Adenovirus PREDICT_AdV-46,Cameroon,1,1
595,Adenovirus PREDICT_AdV-47,Uganda,1,1
596,Adenovirus PREDICT_AdV-48,Cameroon,4,4
597,Adenovirus PREDICT_AdV-49,Cameroon,7,7
598,Adenovirus PREDICT_AdV-5,Bangladesh,3,3
599,Adenovirus PREDICT_AdV-50,Cameroon,3,3
600,Adenovirus PREDICT_AdV-51,Cameroon,1,1
601,Adenovirus PREDICT_AdV-52,Uganda,1,1
602,Adenovirus PREDICT_AdV-53,Cameroon,1,1
603,Adenovirus PREDICT_AdV-54,Cameroon,2,2
604,Adenovirus PREDICT_AdV-55,Bangladesh,6,6
605,Adenovirus PREDICT_AdV-55,Malaysia,7,1
606,Adenovirus PREDICT_AdV-56,Cameroon,1,1
607,Adenovirus PREDICT_AdV-57,Cameroon,1,1
608,Adenovirus PREDICT_AdV-58,Cameroon,2,2
609,Adenovirus PREDICT_AdV-59,Cameroon,1,1
610,Adenovirus PREDICT_AdV-60,Cameroon,1,1
611,Adenovirus PREDICT_AdV-61,Cameroon,1,1
612,Adenovirus PREDICT_AdV-62,Cameroon,1,1
613,Adenovirus PREDICT_AdV-63,Cameroon,1,1
614,Adenovirus PREDICT_AdV-64,Cameroon,2,2
615,Adenovirus PREDICT_AdV-65,Cameroon,1,1
616,Adenovirus PREDICT_AdV-66,Malaysia,5,5
617,Adenovirus PREDICT_AdV-67,Malaysia,1,1
618,Adenovirus PREDICT_AdV-68,Cameroon,3,3
619,Adenovirus PREDICT_AdV-69,Bangladesh,5,5
620,Adenovirus PREDICT_AdV-7,Bangladesh,2,2
621,Adenovirus PREDICT_AdV-70,Malaysia,1,1
622,Adenovirus PREDICT_AdV-71,Brazil,2,2
623,Adenovirus PREDICT_AdV-72,Bangladesh,6,6
624,Adenovirus PREDICT_AdV-73,Gabon,5,5
625,Adenovirus PREDICT_AdV-74,Cameroon,1,1
626,Adenovirus PREDICT_AdV-74,Gabon,6,5
627,Adenovirus PREDICT_AdV-75,Gabon,109,109
628,Adenovirus PREDICT_AdV-77,Malaysia,1,1
629,Adenovirus PREDICT_AdV-78,Cameroon,1,1
630,Adenovirus PREDICT_AdV-79,Cameroon,1,1
631,Adenovirus PREDICT_AdV-8,Bangladesh,1,1
632,Adenovirus PREDICT_AdV-80,Cameroon,1,1
633,Adenovirus PREDICT_AdV-81,Mexico,1,1
634,Adenovirus PREDICT_AdV-87,Mexico,3,3
635,Adenovirus PREDICT_AdV-90,Bangladesh,6,6
636,Adenovirus PREDICT_AdV-91,Malaysia,1,1
637,Adenovirus red squirrel/DEU/JK-2011,Germany,2,2
638,Adenovirus sp.,Australia,1,1
639,Adenovirus sp.,Bangladesh,17,16
640,Adenovirus sp.,China,19,2
641,Adenovirus sp.,India,20,1
642,Adenovirus sp.,South Korea,23,3
643,Adenovirus sp.,United Kingdom,168,145
644,Adenovirus squirrel/298/07-19/PT,Portugal,2,2
645,Adenovirus squirrel/96-29/KOR,South Korea,2,2
646,Adenovirus squirrel/GBR/SG-2012,United Kingdom,2,2
647,Adintoviridae,Australia,14,14
648,Adintoviridae,Austria,26,12
649,Adintoviridae,Canada,37,11
650,Adintoviridae,Denmark,47,10
651,Adintoviridae,Germany,74,27
652,Adintoviridae,India,92,18
653,Adintoviridae,Jordan,110,18
654,Adintoviridae,Mexico,123,13
655,Adintoviridae,Netherlands,134,11
656,Adintoviridae,New Zealand,144,10
657,Adintoviridae,Spain,157,13
658,Adintoviridae,Taiwan,169,12
659,Adintoviridae,USA,265,96
660,Adintoviridae,Ukraine,277,12
661,Adintovirus sp.,USA,23,23
662,Adler hantavirus,Russia,25,25
663,Adomaviridae,Australia,13,13
664,Adomaviridae,China,30,17
665,Adomaviridae,Cuba,36,6
666,Adomaviridae,Maldives,49,13
667,Adomaviridae,Norway,64,15
668,Adomaviridae,Taiwan,75,11
669,Adomaviridae,USA,125,50
670,Adonis mosaic virus,Japan,12,12
671,Adoxophyes honmai entomopoxvirus,Japan,494,494
672,Adoxophyes orana granulovirus,Czech Republic,4,4
673,Adoxophyes orana granulovirus,Japan,152,148
674,Adoxophyes orana nucleopolyhedrovirus,United Kingdom,242,242
675,Aedes Ifla-like virus,Switzerland,1,1
676,Aedes aegypti Thai densovirus,Thailand,14,14
677,Aedes aegypti To flavivirus-like,Brazil,1,1
678,Aedes aegypti To virus 1,Brazil,2,2
679,Aedes aegypti To virus 2,Brazil,3,3
680,Aedes aegypti anphevirus,Australia,4,4
681,Aedes aegypti anphevirus,Guadeloupe,36,32
682,Aedes aegypti anphevirus,USA,37,1
683,Aedes aegypti toti-like virus,Guadeloupe,4,4
684,Aedes aegypti totivirus,Ghana,2,2
685,Aedes aegypti totivirus,Guadeloupe,34,32
686,Aedes aegypti totivirus,USA,47,13
687,Aedes aegypti totivirus 2,Brazil,3,3
688,Aedes aegypti virga-like virus,Ghana,2,2
689,Aedes alboannulatus orthomyxo-like virus,Australia,4,4
690,Aedes alboannulatus toti-like virus 1,Australia,4,4
691,Aedes albopictus anphevirus,USA,7,7
692,Aedes albopictus densovirus 5,China,3,3
693,Aedes albopictus densovirus 7,China,3,3
694,Aedes albopictus negev-like virus,Australia,6,6
695,Aedes angustivittatus narnavirus,Mexico,1,1
696,Aedes anphevirus,Colombia,3,3
697,Aedes anphevirus,French Guiana,5,2
698,Aedes anphevirus,French Polynesia,9,4
699,Aedes anphevirus,Gabon,12,3
700,Aedes anphevirus,India,19,7
701,Aedes anphevirus,Kenya,25,6
702,Aedes anphevirus,Malaysia,30,5
703,Aedes anphevirus,Mexico,34,4
704,Aedes anphevirus,Thailand,55,21
705,Aedes anphevirus,USA,75,20
706,Aedes birnavirus,Australia,4,4
707,Aedes camptorhynchus negev-like virus,Australia,10,10
708,Aedes camptorhynchus reo-like virus,Australia,8,8
709,Aedes camptorhynchus toti-like virus 1,Australia,4,4
710,Aedes detritus orthomyxo-like virus,Greece,4,4
711,Aedes flavivirus,Brazil,1,1
712,Aedes flavivirus,China,17,16
713,Aedes flavivirus,India,21,4
714,Aedes flavivirus,Indonesia,22,1
715,Aedes flavivirus,Italy,30,8
716,Aedes flavivirus,Japan,64,34
717,Aedes flavivirus,Kenya,88,24
718,Aedes flavivirus,Mexico,90,2
719,Aedes flavivirus,Slovenia,93,3
720,Aedes flavivirus,South Korea,98,5
721,Aedes flavivirus,Switzerland,99,1
722,Aedes flavivirus,Thailand,100,1
723,Aedes flavivirus,Turkey,107,7
724,Aedes flavivirus,USA,108,1
725,Aedes galloisi flavivirus,Japan,2,2
726,Aedes iflavi-like virus 1,Brazil,3,3
727,Aedes iflavi-like virus 2,Brazil,2,2
728,Aedes japonicus narnavirus 1,Japan,2,2
729,Aedes japonicus narnavirus 1,Netherlands,4,2
730,Aedes notoscriptus flavivirus,Australia,2,2
731,Aedes permutotetra-like virus 1,Brazil,1,1
732,Aedes permutotetra-like virus 2,Brazil,2,2
733,Aedes phasmavirus,China,27,27
734,Aedes pseudoscutellaris reovirus,France,18,18
735,Aedes pseudoscutellaris reovirus,Ghana,27,9
736,Aedes pseudoscutellaris reovirus,Uganda,33,6
737,Aedes rhabdo-like virus,Brazil,1,1
738,Aedes sobemo-like virus,Brazil,4,4
739,Aedes sollicitans nucleopolyhedrovirus,USA,2,2
740,Aedes taeniorhynchus narnavirus,Mexico,1,1
741,Aedes vexans densovirus,Russia,3,3
742,Aedes vexans iflavirus,Senegal,1,1
743,Aedes vexans iflavirus,Tunisia,2,1
744,Aegithalos caudatus CRESS-DNA-virus sp.,China,1,1
745,Aegithalos caudatus Genomoviridae sp.,China,6,6
746,Aegithalos caudatus ambidensovirus,China,4,4
747,Aegithalos caudatus parvoviridae sp.,China,11,11
748,Aeonium ringspot virus,Italy,4,4
749,Aeribacillus virus AP45,Russia,146,146
750,Aerococcus phage vB_AviM_AVP,China,165,165
751,Aeromonas phage 13AhydR10PP,Poland,80,80
752,Aeromonas phage 14AhydR10PP,Poland,82,82
753,Aeromonas phage 2_D05,China,166,166
754,Aeromonas phage 4_4512,China,62,62
755,Aeromonas phage 4_D05,China,148,148
756,Aeromonas phage 4_L372X,China,82,82
757,Aeromonas phage 50AhydR13PP,Poland,490,490
758,Aeromonas phage 60AhydR15PP,Poland,494,494
759,Aeromonas phage 62AhydR11PP,Poland,64,64
760,Aeromonas phage 85AhydR10PP,Poland,80,80
761,Aeromonas phage A051,China,46,46
762,Aeromonas phage AP1,India,455,455
763,Aeromonas phage AVP1,India,244,244
764,Aeromonas phage Ah1,Russia,664,664
765,Aeromonas phage AhFM11,India,249,249
766,Aeromonas phage AhyVDH1,China,59,59
767,Aeromonas phage Akh-2,South Korea,223,223
768,Aeromonas phage Atoyac1,Mexico,46,46
769,Aeromonas phage Atoyac10,Mexico,46,46
770,Aeromonas phage Atoyac13,Mexico,46,46
771,Aeromonas phage Atoyac14,Mexico,46,46
772,Aeromonas phage Atoyac15,Mexico,50,50
773,Aeromonas phage Atoyac23,Mexico,46,46
774,Aeromonas phage BUCT551,China,148,148
775,Aeromonas phage BUCT552,China,74,74
776,Aeromonas phage BUCT695,China,127,127
777,Aeromonas phage BUCT696,China,73,73
778,Aeromonas phage CF8,India,244,244
779,Aeromonas phage D3,India,267,267
780,Aeromonas phage D6,India,267,267
781,Aeromonas phage D9,India,271,271
782,Aeromonas phage HJG,China,26,26
783,Aeromonas phage JELG-KS1,Latvia,53,53
784,Aeromonas phage LAh1,Australia,45,45
785,Aeromonas phage LAh10,Australia,228,228
786,Aeromonas phage LAh2,Australia,45,45
787,Aeromonas phage LAh3,Australia,50,50
788,Aeromonas phage LAh4,Australia,52,52
789,Aeromonas phage LAh5,Australia,53,53
790,Aeromonas phage LAh_7,Australia,150,150
791,Aeromonas phage MJG,China,35,35
792,Aeromonas phage P2,India,49,49
793,Aeromonas phage P5,India,49,49
794,Aeromonas phage PAS-1,South Korea,7,7
795,Aeromonas phage PS,India,49,49
796,Aeromonas phage PS1,India,247,247
797,Aeromonas phage PS2,India,249,249
798,Aeromonas phage PVN02,Viet Nam,64,64
799,Aeromonas phage PVN03,Viet Nam,64,64
800,Aeromonas phage PVN04,Viet Nam,65,65
801,Aeromonas phage PVN05,Viet Nam,66,66
802,Aeromonas phage PZL-Ah1,China,44,44
803,Aeromonas phage PZL-Ah152,China,54,54
804,Aeromonas phage PZL-Ah8,China,52,52
805,Aeromonas phage V46,Finland,1,1
806,Aeromonas phage VTCCBP2,India,1,1
807,Aeromonas phage VTCCBPA5,India,1,1
808,Aeromonas phage ZPAH14,China,70,70
809,Aeromonas phage ZPAH34,China,231,231
810,Aeromonas phage pAh6.2TG,Viet Nam,65,65
811,Aeromonas phage phiARM81ld,Poland,61,61
812,Aeromonas phage phiARM81mr,Poland,70,70
813,Aeromonas phage phiAS5,South Korea,686,686
814,Aeromonas phage vB_ AhaP_PT2,China,44,44
815,Aeromonas phage vB_AehM_10AA,Philippines,1,1
816,Aeromonas phage vB_AehM_10AB,Philippines,1,1
817,Aeromonas phage vB_AehM_10BA,Philippines,1,1
818,Aeromonas phage vB_AehM_2AB,Philippines,1,1
819,Aeromonas phage vB_AehM_2BA,Philippines,1,1
820,Aeromonas phage vB_AehM_ALAS,Philippines,1,1
821,Aeromonas phage vB_AehM_B614,Philippines,1,1
822,Aeromonas phage vB_AehM_DM1,Canada,1,1
823,Aeromonas phage vB_AehM_DM3,Canada,1,1
824,Aeromonas phage vB_AehM_DM5,Canada,1,1
825,Aeromonas phage vB_AehM_DM6,Canada,1,1
826,Aeromonas phage vB_AehM_JB4,Philippines,1,1
827,Aeromonas phage vB_AehM_JB6,Philippines,1,1
828,Aeromonas phage vB_AehM_SL1,Philippines,1,1
829,Aeromonas phage vB_AehM_SP1,Philippines,1,1
830,Aeromonas phage vB_AehM_SP4,Philippines,1,1
831,Aeromonas phage vB_AehM_SP5,Philippines,1,1
832,Aeromonas phage vB_AehM_TRAC18,Philippines,1,1
833,Aeromonas phage vB_AhyS-A18P4,China,146,146
834,Aeromonas phage vB_AsM_ZHF,China,237,237
835,Aeromonas phage vB_AsaM_LPM4,Canada,55,55
836,Aeromonas phage vB_AspA_Bolek,Poland,57,57
837,Aeromonas phage vB_AspA_Lolek,Poland,61,61
838,Aeromonas phage vB_AspA_Tola,Poland,70,70
839,Aeromonas phage vB_AveS_KLEA5,Lithuania,71,71
840,Aeromonas virus 25AhydR2PP,Poland,102,102
841,Aeromonas virus 2L372D,China,434,434
842,Aeromonas virus 2L372X,China,422,422
843,Aeromonas virus 4-4572,China,308,308
844,Aeromonas virus 4L372D,China,502,502
845,Aeromonas virus 4L372XY,China,442,442
846,Aeromonas virus 56,France,166,166
847,Aeromonas virus A8-29,China,370,370
848,Aeromonas virus AS4,South Korea,542,542
849,Aeromonas virus AS7,South Korea,102,102
850,Aeromonas virus CC2,China,854,854
851,Aeromonas virus CF7,India,98,98
852,Aeromonas virus LAh6,Australia,328,328
853,Aeromonas virus LAh8,Australia,286,286
854,Aeromonas virus LAh9,Australia,294,294
855,Aeromonas virus pAh6C,South Korea,172,172
856,Aeropyrum coil-shaped virus,Japan,114,114
857,Aeropyrum globular virus 1,Japan,66,66
858,Aeropyrum pernix bacilliform virus 1,Japan,28,28
859,Aerosvirus,Poland,102,102
860,Aerosvirus,South Korea,204,102
861,Aershan mammarenavirus,China,1,1
862,Aesopia cornuta ranavirus,Taiwan,2,2
863,Aethomys kaiseri betaherpesvirus,Kenya,2,2
864,Affertcholeramvirus,India,106,106
865,Affertcholeramvirus,Iran,107,1
866,Affertcholeramvirus,Malaysia,143,36
867,Affertcholeramvirus,Mozambique,148,5
868,Affertcholeramvirus,Russia,157,9
869,Affertcholeramvirus,USA,166,9
870,Affertcholeramvirus,Viet Nam,174,8
871,Afonbuvirus,Ireland,187,187
872,Afonbuvirus coli,Ireland,92,92
873,Afonbuvirus intestinihominis,Ireland,95,95
874,African cassava mosaic Burkina Faso virus,Burkina Faso,34,34
875,African cassava mosaic virus,Angola,65,65
876,African cassava mosaic virus,Benin,74,9
877,African cassava mosaic virus,Burkina Faso,190,116
878,African cassava mosaic virus,Cameroon,234,44
879,African cassava mosaic virus,Central African Republic,776,542
880,African cassava mosaic virus,Chad,805,29
881,African cassava mosaic virus,Cote d'Ivoire,815,10
882,African cassava mosaic virus,Democratic Republic of the Congo,968,153
883,African cassava mosaic virus,Gabon,1314,346
884,African cassava mosaic virus,Ghana,1942,628
885,African cassava mosaic virus,India,1944,2
886,African cassava mosaic virus,Kenya,2058,114
887,African cassava mosaic virus,Madagascar,2634,576
888,African cassava mosaic virus,Malawi,2638,4
889,African cassava mosaic virus,Nigeria,2785,147
890,African cassava mosaic virus,Pakistan,2834,49
891,African cassava mosaic virus,Tanzania,2852,18
892,African cassava mosaic virus,Togo,2862,10
893,African cassava mosaic virus,USA,2863,1
894,African cassava mosaic virus,Uganda,3003,140
895,African cassava mosaic virus,Zambia,3241,238
896,African cichlid hepadnavirus,Zambia,1,1
897,African cichlid nackednavirus,Zambia,5,5
898,African eggplant mosaic virus,Tanzania,2,2
899,African eggplant yellowing virus,Benin,3,3
900,African eggplant yellowing virus,Mali,21,18
901,African eggplant-associated virus,Mexico,8,8
902,African horse sickness virus,Chad,21,21
903,African horse sickness virus,Ethiopia,31,10
904,African horse sickness virus,India,33,2
905,African horse sickness virus,Kenya,157,124
906,African horse sickness virus,Mozambique,168,11
907,African horse sickness virus,Namibia,338,170
908,African horse sickness virus,Nigeria,348,10
909,African horse sickness virus,Pakistan,355,7
910,African horse sickness virus,Senegal,357,2
911,African horse sickness virus,South Africa,2712,2355
912,African horse sickness virus,Spain,2715,3
913,African horse sickness virus,Sudan,2720,5
914,African horse sickness virus,Thailand,2758,38
915,African horse sickness virus,Zimbabwe,2814,56
916,African pygmy hedgehog adenovirus 1,Japan,32,32
917,African swine fever virus,Angola,16,16
918,African swine fever virus,Armenia,24,8
919,African swine fever virus,Azerbaijan,32,8
920,African swine fever virus,Belarus,36,4
921,African swine fever virus,Belgium,423,387
922,African swine fever virus,Benin,760,337
923,African swine fever virus,Botswana,765,5
924,African swine fever virus,Brazil,775,10
925,African swine fever virus,Burkina Faso,918,143
926,African swine fever virus,Burundi,1080,162
927,African swine fever virus,Cameroon,1616,536
928,African swine fever virus,Cape Verde,1622,6
929,African swine fever virus,China,6231,4609
930,African swine fever virus,Cote d'Ivoire,6279,48
931,African swine fever virus,Cuba,6281,2
932,African swine fever virus,Czech Republic,6482,201
933,African swine fever virus,Democratic Republic of the Congo,7089,607
934,African swine fever virus,Dominican Republic,7259,170
935,African swine fever virus,Estonia,7474,215
936,African swine fever virus,Ethiopia,7507,33
937,African swine fever virus,France,7744,237
938,African swine fever virus,Gambia,7749,5
939,African swine fever virus,Georgia,8687,938
940,African swine fever virus,Germany,13029,4342
941,African swine fever virus,Ghana,13045,16
942,African swine fever virus,Haiti,13055,10
943,African swine fever virus,Hungary,13248,193
944,African swine fever virus,India,14116,868
945,African swine fever virus,Indonesia,14128,12
946,African swine fever virus,Iran,14129,1
947,African swine fever virus,Italy,29941,15812
948,African swine fever virus,Kenya,31207,1266
949,African swine fever virus,Latvia,31216,9
950,African swine fever virus,Lithuania,31427,211
951,African swine fever virus,Madagascar,31487,60
952,African swine fever virus,Malawi,31788,301
953,African swine fever virus,Malaysia,31809,21
954,African swine fever virus,Mali,31821,12
955,African swine fever virus,Malta,31828,7
956,African swine fever virus,Mauritius,31847,19
957,African swine fever virus,Moldova,32042,195
958,African swine fever virus,Mongolia,32065,23
959,African swine fever virus,Mozambique,32157,92
960,African swine fever virus,Namibia,32242,85
961,African swine fever virus,Netherlands,32248,6
962,African swine fever virus,Nigeria,32539,291
963,African swine fever virus,Philippines,32734,195
964,African swine fever virus,Poland,34810,2076
965,African swine fever virus,Portugal,35868,1058
966,African swine fever virus,Republic of the Congo,35886,18
967,African swine fever virus,Romania,35901,15
968,African swine fever virus,Russia,38527,2626
969,African swine fever virus,Sao Tome and Principe,38531,4
970,African swine fever virus,Senegal,38554,23
971,African swine fever virus,Serbia,38584,30
972,African swine fever virus,South Africa,39516,932
973,African swine fever virus,South Korea,40137,621
974,African swine fever virus,Spain,40854,717
975,African swine fever virus,Tanzania,41277,423
976,African swine fever virus,Thailand,41282,5
977,African swine fever virus,Timor-Leste,41460,178
978,African swine fever virus,Togo,41462,2
979,African swine fever virus,USSR,41465,3
980,African swine fever virus,Uganda,42492,1027
981,African swine fever virus,Ukraine,42743,251
982,African swine fever virus,Viet Nam,45346,2603
983,African swine fever virus,Zaire,45522,176
984,African swine fever virus,Zambia,45928,406
985,African swine fever virus,Zimbabwe,45958,30
986,African termite bidnaparvovirus,Kenya,7,7
987,Afrovirus Urmite69,France,1,1
988,Agama adenovirus 1 REM-2013,Germany,1,1
989,Agamid adenovirus 1,Australia,4,4
990,Agamid adenovirus 1,Germany,9,5
991,Agamid adenovirus 1,Japan,11,2
992,Agamid adenovirus 1,USA,29,18
993,Agamid atadenovirus Ben,Austria,1,1
994,Agamid atadenovirus Well,Austria,1,1
995,Agapanthus carlavirus B,South Africa,6,6
996,Agapanthus tungrovirus,South Africa,40,40
997,Agapanthus velarivirus,South Africa,100,100
998,Agapanthus virus A,South Africa,6,6
999,Agaricus bisporus alphaendornavirus 1,United Kingdom,2,2
1000,Agaricus bisporus mitovirus 1,United Kingdom,1,1
1001,Agaricus bisporus spherical virus,Ireland,2,2
1002,Agaricus bisporus spherical virus,South Korea,3,1
1003,Agaricus bisporus virus 1,Poland,3,3
1004,Agaricus bisporus virus 10,Ireland,2,2
1005,Agaricus bisporus virus 11,Ireland,2,2
1006,Agaricus bisporus virus 12,Ireland,1,1
1007,Agaricus bisporus virus 13,Ireland,3,3
1008,Agaricus bisporus virus 14,Ireland,1,1
1009,Agaricus bisporus virus 15,Ireland,1,1
1010,Agaricus bisporus virus 16,Ireland,4,4
1011,Agaricus bisporus virus 2,Ireland,3,3
1012,Agaricus bisporus virus 3,Ireland,3,3
1013,Agaricus bisporus virus 5,Ireland,3,3
1014,Agaricus bisporus virus 6,Ireland,4,4
1015,Agaricus bisporus virus 6,United Kingdom,6,2
1016,Agaricus bisporus virus 7,Ireland,5,5
1017,Agaricus bisporus virus 8,Netherlands,3,3
1018,Agaricus bisporus virus 9,Ireland,3,3
1019,Agaricus bisporus virus X,Netherlands,2,2
1020,Agassiz Rock virus,United Kingdom,1,1
1021,Agatevirus,China,844,844
1022,Agatevirus,Poland,1264,420
1023,Agave badnavirus A,USA,3,3
1024,Agave tequilana agavirus,Mexico,1,1
1025,Agave tequilana leaf virus,Mexico,10,10
1026,Agave virus T,Mexico,3,3
1027,Agave vitivirus A,USA,5,5
1028,Agave-associated rhabdovirus A,Mexico,6,6
1029,Ageratum Yellow vein China virus - OX1,China,12,12
1030,Ageratum conyzoides associated symptomless alphasatellite,Pakistan,10,10
1031,Ageratum conyzoides symptomless alphasatellite,India,5,5
1032,Ageratum conyzoides symptomless alphasatellite,Pakistan,14,9
1033,Ageratum enation alphasatellite,India,16,16
1034,Ageratum enation alphasatellite,Pakistan,37,21
1035,Ageratum enation virus,Bangladesh,7,7
1036,Ageratum enation virus,China,42,35
1037,Ageratum enation virus,India,268,226
1038,Ageratum enation virus,Nepal,284,16
1039,Ageratum enation virus,Pakistan,315,31
