Species,Collection_Date,Count
Ralstonia phage YO045_1,1963.0,1
Soldado orthonairovirus,1963.0,6
Arumowot phlebovirus,1963.0,3
Kannamangalam virus,1963.0,1
Ralstonia phage YO129_1,1963.0,1
Kammavanpettai virus,1963.0,10
Ralstonia phage YO129_2,1963.0,1
Alajuela orthobunyavirus,1963.0,6
Influenza A virus,1963.0,145
Tick-borne encephalitis virus,1963.0,11
Chikungunya virus,1963.0,3
Hepatitis B virus,1963.0,33
Nyando orthobunyavirus,1963.0,3
Sathuvachari virus,1963.0,10
Mumps orthorubulavirus,1963.0,9
Rift Valley fever phlebovirus,1963.0,2
Venezuelan equine encephalitis virus,1963.0,5
Ralstonia phage YO074_4,1963.0,1
Omsk hemorrhagic fever virus,1963.0,2
Ralstonia phage YO141_2,1963.0,1
Malakal virus,1963.0,3
Thimiri orthobunyavirus,1963.0,3
Kowanyama virus,1963.0,3
Kyasanur Forest disease virus,1963.0,2
Rinderpest morbillivirus,1963.0,1
Ralstonia phage YO141_1,1963.0,1
Potato virus Y,1963.0,2
Uukuniemi uukuvirus,1963.0,3
Argentinian mammarenavirus,1963.0,2
La Crosse orthobunyavirus,1963.0,2
Pseudaletia betabaculovirus,1963.0,1
Avian coronavirus,1963.0,1
Tensaw orthobunyavirus,1963.0,6
Highlands J virus,1963.0,1
Ralstonia phage YO140_2,1963.0,1
Acado virus,1963.0,10
Flanders hapavirus,1963.0,1
Ralstonia phage YO140_1,1963.0,1
Abu Mina orthonairovirus,1963.0,3
Patois orthobunyavirus,1963.0,10
Changuinola virus,1963.0,10
BeAn 58058 virus,1963.0,2
Dakar bat virus,1963.0,1
Louping ill virus,1963.0,1
Simian adenovirus 19,1963.0,2
Enterovirus B,1963.0,2
African horse sickness virus,1963.0,60
Zika virus,1963.0,1
Dengue virus,1963.0,11
Eubenangee virus,1963.0,20
Enterovirus A,1963.0,2
Choristoneura viridis betabaculovirus,1963.0,1
Bacillus virus SP15,1963.0,2
Balagodu virus,1963.0,3
Jamestown Canyon orthobunyavirus,1963.0,3
Marituba orthobunyavirus,1963.0,12
African swine fever virus,1963.0,2
Obodhiang ephemerovirus,1963.0,1
Bukalasa bat virus,1963.0,1
Broad bean wilt virus 1,1963.0,1
Henbane mosaic virus,1963.0,1
Sindbis virus,1963.0,8
Turnip mosaic virus,1963.0,2
Choristoneura murinana nucleopolyhedrovirus,1963.0,1
Escherichia virus Qbeta,1963.0,2
Bacillus phage AP631,1963.0,1
Japanese encephalitis virus,1963.0,1
Akabane orthobunyavirus,1963.0,3
Human respirovirus 3,1963.0,2
Vesicular stomatitis virus,1963.0,2
Escherichia virus JLK2012,1963.0,2
Ralstonia phage YO002_1,1963.0,1
Calovo virus,1963.0,3
Turlock orthobunyavirus,1963.0,10
Human coronavirus 229E,1963.0,1
Citrus tristeza virus,1963.0,2
Tahyna orthobunyavirus,1963.0,12
West Nile virus,1963.0,11
Ralstonia phage YO002_2,1963.0,1
Human alphaherpesvirus 3,1964.0,1
Thottopalayam thottimvirus,1964.0,4
Aino orthobunyavirus,1964.0,4
Gamboa orthobunyavirus,1964.0,3
Kyasanur Forest disease virus,1964.0,2
Rinderpest morbillivirus,1964.0,3
Getah virus,1964.0,2
Kwatta sunrhavirus,1964.0,3
Buttonwillow orthobunyavirus,1964.0,6
Keterah orthonairovirus,1964.0,3
Shark River orthobunyavirus,1964.0,3
Bunyamwera orthobunyavirus,1964.0,1
Okola virus,1964.0,3
Japanese encephalitis virus,1964.0,4
Tick-borne encephalitis virus,1964.0,3
Sawgrass sawgrhavirus,1964.0,2
Dugbe orthonairovirus,1964.0,3
Ralstonia phage YO132_2,1964.0,1
Ralstonia phage YO132_1,1964.0,1
Variola virus,1964.0,1
Buenaventura phlebovirus,1964.0,6
Keystone orthobunyavirus,1964.0,6
Influenza A virus,1964.0,35
Streptococcus phage T12,1964.0,2
Maguari orthobunyavirus,1964.0,3
Wyeomyia orthobunyavirus,1964.0,3
Mahogany Hammock orthobunyavirus,1964.0,3
Main Drain orthobunyavirus,1964.0,2
Cauliflower mosaic virus,1964.0,2
Oyo orthobunyavirus,1964.0,3
Jamestown Canyon orthobunyavirus,1964.0,1
Foot-and-mouth disease virus,1964.0,13
Powassan virus,1964.0,1
Mumps orthorubulavirus,1964.0,16
Mythimna unipuncta granulovirus B,1964.0,2
Rift Valley fever phlebovirus,1964.0,1
Mermet orthobunyavirus,1964.0,6
Mount Elgon bat ledantevirus,1964.0,3
Venezuelan equine encephalitis virus,1964.0,1
African swine fever virus,1964.0,11
Henbane mosaic virus,1964.0,1
Raccoonpox virus,1964.0,17
Sindbis virus,1964.0,6
Apple stem grooving virus,1964.0,1
Alcelaphine gammaherpesvirus 1,1964.0,1
Acara orthobunyavirus,1964.0,3
Human alphaherpesvirus 1,1964.0,2
Influenza C virus,1964.0,4
Epsilonarterivirus hemcep,1964.0,2
Mammalian orthorubulavirus 5,1964.0,1
Chikungunya virus,1964.0,1
Alphaarterivirus equid,1964.0,2
Enterovirus B,1964.0,2
Changuinola virus,1964.0,2
Ralstonia phage YO075_1,1964.0,1
Agrotis segetum granulovirus,1964.0,2
Dengue virus,1964.0,10
Manawa virus,1964.0,3
Carnivore protoparvovirus 1,1964.0,1
Pestivirus C,1964.0,1
Hazara orthonairovirus,1964.0,7
Tahyna orthobunyavirus,1964.0,2
Saint Louis encephalitis virus,1964.0,2
Avian coronavirus,1964.0,1
Highlands J virus,1964.0,1
Alagoas vesiculovirus,1964.0,2
Human coronavirus 229E,1965.0,1
Tick-borne encephalitis virus,1965.0,2
Sheeppox virus,1965.0,1
Avipoxvirus pigeon/CAPM V-101/CZE/1965,1965.0,2
Human mastadenovirus D,1965.0,2
Saint Louis encephalitis virus,1965.0,1
Hughes orthonairovirus,1965.0,9
Shamonda orthobunyavirus,1965.0,2
Ralstonia phage YO178_3,1965.0,1
Alcelaphine gammaherpesvirus 1,1965.0,1
Bat simplexvirus 1,1965.0,1
Ralstonia phage YO178_1,1965.0,1
Ralstonia phage YO178_4,1965.0,1
Sugarcane mosaic virus,1965.0,1
Ralstonia phage YO178_5,1965.0,1
Yellow fever virus,1965.0,1
West Nile virus,1965.0,2
Eastern equine encephalitis virus,1965.0,1
Tomato aspermy virus,1965.0,3
Avian coronavirus,1965.0,18
Rift Valley fever phlebovirus,1965.0,1
Enterovirus A,1965.0,3
Human orthopneumovirus,1965.0,1
Human alphaherpesvirus 1,1965.0,4
Rotavirus A,1965.0,12
Dengue virus,1965.0,3
Aura virus,1965.0,1
Ross River virus,1965.0,4
Rodent protoparvovirus 1,1965.0,1
Foot-and-mouth disease virus,1965.0,4
Ralstonia phage YO134_2,1965.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,1965.0,6
Turnip mosaic virus,1965.0,1
Highlands J virus,1965.0,1
Goatpox virus,1965.0,1
Fort Sherman orthobunyavirus,1965.0,3
Ralstonia phage YO086_2,1965.0,1
Ralstonia phage YO086_1,1965.0,1
Simian mastadenovirus E,1965.0,2
Kyasanur Forest disease virus,1965.0,2
Fowlpox virus,1965.0,2
La Crosse orthobunyavirus,1965.0,3
Utinga orthobunyavirus,1965.0,6
Lyssavirus rabies,1965.0,2
Sango orthobunyavirus,1965.0,2
Heramatsu virus,1965.0,10
Mythimna unipuncta nucleopolyhedrovirus,1965.0,2
Hepatitis B virus,1965.0,1
Bovine adenovirus F,1965.0,2
Chikungunya virus,1965.0,1
Hepacivirus C,1965.0,31
Monkeypox virus,1965.0,1
Japanaut virus,1965.0,10
Trubanaman virus,1965.0,6
Simian adenovirus 15,1965.0,4
Venezuelan equine encephalitis virus,1965.0,4
Qalyub orthonairovirus,1965.0,6
Mumps orthorubulavirus,1965.0,9
Anhembi orthobunyavirus,1965.0,6
Puchong ephemerovirus,1965.0,2
Cali mammarenavirus,1965.0,2
Ralstonia phage YO134_1,1965.0,1
Influenza A virus,1965.0,63
Pseudaletia alphabaculovirus,1965.0,1
Anopheles B orthobunyavirus,1965.0,3
Le Dantec ledantevirus,1965.0,2
Machupo mammarenavirus,1965.0,2
Variola virus,1965.0,2
Nkolbisson ledantevirus,1965.0,4
Sindbis virus,1965.0,3
Ntaya virus,1966.0,2
Vibrio phage Saratov-12,1966.0,1
Tataguine orthobunyavirus,1966.0,3
Sathuvachari virus,1966.0,10
Chandipura vesiculovirus,1966.0,1
Ralstonia phage YO033_1,1966.0,1
Influenza C virus,1966.0,1
Saint Louis encephalitis virus,1966.0,1
Urucuri phlebovirus,1966.0,6
Enterovirus A,1966.0,13
Chikungunya virus,1966.0,3
Raoultella phage Rpl1,1966.0,1
Sheeppox virus,1966.0,2
Ralstonia phage YO033_2,1966.0,1
Potato virus Y,1966.0,3
Bovine alphaherpesvirus 1,1966.0,1
Avian coronavirus,1966.0,16
Spodoptera frugiperda multiple nucleopolyhedrovirus,1966.0,1
Jamestown Canyon orthobunyavirus,1966.0,3
Influenza A virus,1966.0,85
Murray Valley encephalitis virus,1966.0,2
Enterovirus B,1966.0,3
Zika virus,1966.0,5
Nyando orthobunyavirus,1966.0,3
Rice yellow mottle virus,1966.0,1
Tick-borne encephalitis virus,1966.0,9
Maprik orthobunyavirus,1966.0,6
Ananindeua orthobunyavirus,1966.0,6
Avian orthoavulavirus 1,1966.0,3
Wesselsbron virus,1966.0,1
Venezuelan equine encephalitis virus,1966.0,4
Tobacco rattle virus,1966.0,1
Midway nyavirus,1966.0,2
Mumps orthorubulavirus,1966.0,3
Canine mastadenovirus A,1966.0,1
Yellow fever virus,1966.0,5
Dengue virus,1966.0,6
Dera Ghazi Khan orthonairovirus,1966.0,9
Foot-and-mouth disease virus,1966.0,7
Onyong-nyong virus,1966.0,1
Pestivirus C,1966.0,2
Almpiwar sripuvirus,1966.0,3
Argentinian mammarenavirus,1966.0,4
Serra do Navio orthobunyavirus,1966.0,6
Human immunodeficiency virus 1,1966.0,1
Andean potato latent virus,1966.0,2
Suid alphaherpesvirus 1,1966.0,2
Vesicular stomatitis virus,1966.0,2
Keterah orthonairovirus,1966.0,6
Vaccinia virus,1966.0,1
Kokobera virus,1966.0,2
Turnip mosaic virus,1966.0,2
Omsk hemorrhagic fever virus,1966.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,1966.0,1
Serratia phage Eta,1966.0,2
Grand Arbaud uukuvirus,1966.0,6
Rinderpest morbillivirus,1966.0,1
Tahyna orthobunyavirus,1966.0,10
MPoko orthobunyavirus,1966.0,3
Bovine fever ephemerovirus,1966.0,1
West Nile virus,1966.0,2
Human mastadenovirus E,1966.0,2
Variola virus,1966.0,2
Ralstonia phage YO048_1,1966.0,1
Joinjakaka hapavirus,1966.0,3
Klebsiella phage Kpn35c1,1966.0,1
Punta Toro phlebovirus,1966.0,9
Ralstonia phage YO077_2,1966.0,1
Great Island virus,1966.0,11
Tete orthobunyavirus,1966.0,4
Eggplant mosaic virus,1966.0,1
Kyasanur Forest disease virus,1966.0,1
Ralstonia phage YO048_2,1966.0,1
Norwalk virus,1966.0,2
West Nile virus,1967.0,4
Marituba orthobunyavirus,1967.0,3
Equid alphaherpesvirus 4,1967.0,1
Enterovirus A,1967.0,5
Punta orthonairovirus,1967.0,6
Kamese hapavirus,1967.0,4
Rubivirus rubellae,1967.0,1
Lone Star bandavirus,1967.0,6
Citrus tristeza virus,1967.0,1
Western equine encephalitis virus,1967.0,1
Avian orthoavulavirus 1,1967.0,2
Japanese encephalitis virus,1967.0,1
Salmonella virus L cII-101,1967.0,1
Cache Valley orthobunyavirus,1967.0,6
Candiru phlebovirus,1967.0,6
Eastern equine encephalitis virus,1967.0,1
Sindbis virus,1967.0,2
Simian mastadenovirus A,1967.0,1
Epizootic hemorrhagic disease virus,1967.0,10
Timboteua orthobunyavirus,1967.0,3
Changuinola virus,1967.0,10
Mayaro virus,1967.0,1
Mesocricetus auratus polyomavirus 1,1967.0,2
Influenza C virus,1967.0,10
Carnivore protoparvovirus 1,1967.0,1
La Crosse orthobunyavirus,1967.0,3
Oropouche orthobunyavirus,1967.0,6
Foxtail mosaic virus,1967.0,1
Kyasanur Forest disease virus,1967.0,4
Ilesha orthobunyavirus,1967.0,3
Equine rhinitis A virus,1967.0,1
Ralstonia phage YO087_1,1967.0,1
Ralstonia phage YO087_2,1967.0,1
Human orthopneumovirus,1967.0,4
Kotonkan ephemerovirus,1967.0,2
Crimean-Congo hemorrhagic fever orthonairovirus,1967.0,12
Cauliflower mosaic virus,1967.0,1
Betacoronavirus 1,1967.0,3
Foot-and-mouth disease virus,1967.0,18
Cassava common mosaic virus,1967.0,1
Norwalk virus,1967.0,3
Tick-borne encephalitis virus,1967.0,7
Influenza A virus,1967.0,124
Spodoptera frugiperda multiple nucleopolyhedrovirus,1967.0,1
Bovine alphaherpesvirus 1,1967.0,2
Nairobi sheep disease orthonairovirus,1967.0,2
Ross River virus,1967.0,2
Saccharomyces paradoxus virus L-A-1143,1967.0,1
Salmonella phage MG40,1967.0,1
Cherry leaf roll virus,1967.0,1
Enterovirus B,1967.0,2
Equid gammaherpesvirus 2,1967.0,5
Equid gammaherpesvirus 5,1967.0,3
Equine encephalosis virus,1967.0,20
African swine fever virus,1967.0,2
Dengue virus,1967.0,1
Avian coronavirus,1967.0,3
Human alphaherpesvirus 2,1967.0,2
Marburg marburgvirus,1967.0,4
Minatitlan orthobunyavirus,1967.0,3
Venezuelan equine encephalitis virus,1967.0,8
Wesselsbron virus,1967.0,1
Human alphaherpesvirus 1,1967.0,2
Escherichia phage Lambda imm21,1967.0,1
Variola virus,1968.0,2
Avian paraavulavirus 3,1968.0,2
Porcine circovirus 2,1968.0,2
Human mastadenovirus E,1968.0,1
Mumps orthorubulavirus,1968.0,3
Tick-borne encephalitis virus,1968.0,9
Epizootic hemorrhagic disease virus,1968.0,10
Pata virus,1968.0,10
Kern Canyon ledantevirus,1968.0,1
Venezuelan equine encephalitis virus,1968.0,4
Tahyna orthobunyavirus,1968.0,4
Great Island virus,1968.0,10
Ross River virus,1968.0,3
Equid alphaherpesvirus 4,1968.0,1
Avian orthoavulavirus 1,1968.0,2
Taterapox virus,1968.0,5
Sandjimba virus,1968.0,3
Keuraliba ledantevirus,1968.0,4
Canine vesivirus,1968.0,3
Monkeypox virus,1968.0,1
Rabies lyssavirus,1968.0,1
Oropouche orthobunyavirus,1968.0,7
Mischivirus D,1968.0,1
Toure nyavirus,1968.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,1968.0,16
Bhanja bandavirus,1968.0,6
Wesselsbron virus,1968.0,1
Bovine atadenovirus E,1968.0,2
Ralstonia phage YO080_5,1968.0,1
Felid alphaherpesvirus 1,1968.0,4
Zika virus,1968.0,5
Human alphaherpesvirus 1,1968.0,1
Ralstonia phage YO191_3,1968.0,1
Ralstonia phage YO191_4,1968.0,1
African swine fever virus,1968.0,7
Enterovirus B,1968.0,2
Ralstonia phage YO192_1,1968.0,1
Vibrio phage Saratov-15,1968.0,1
Botambi orthobunyavirus,1968.0,3
Saint Louis encephalitis virus,1968.0,1
Macacine betaherpesvirus 3,1968.0,4
Ralstonia phage YO080_4,1968.0,1
Piscine novirhabdovirus,1968.0,2
Yogue orthonairovirus,1968.0,9
Nelson Bay orthoreovirus,1968.0,1
European bat 1 lyssavirus,1968.0,5
Bovine fever ephemerovirus,1968.0,5
Mokola lyssavirus,1968.0,3
Bacillus virus CP51,1968.0,2
Madariaga virus,1968.0,1
Influenza A virus,1968.0,752
Eastern equine encephalitis virus,1968.0,1
Nyamanini nyavirus,1968.0,2
Norwalk virus,1968.0,5
Belem virus,1968.0,3
Yellow fever virus,1968.0,1
Benevides orthobunyavirus,1968.0,3
Ralstonia phage YO146_2,1968.0,1
Akabane orthobunyavirus,1968.0,10
Citrus tristeza virus,1968.0,2
Western equine encephalitis virus,1968.0,1
Quaranfil quaranjavirus,1968.0,13
Aino orthobunyavirus,1968.0,6
Foot-and-mouth disease virus,1968.0,10
Malacosoma alphabaculovirus,1968.0,1
West Nile virus,1968.0,3
Malacosoma sp. alphabaculovirus,1968.0,9
MPoko orthobunyavirus,1968.0,2
Louping ill virus,1968.0,1
Ralstonia phage YO146_1,1968.0,1
Cauliflower mosaic virus,1969.0,1
Phnom Penh bat virus,1969.0,2
Porcine circovirus 3,1969.0,1
Araguari virus,1969.0,7
Variola virus,1969.0,2
Ralstonia phage YO194_3,1969.0,1
Ralstonia phage YO194_2,1969.0,1
Crimean-Congo hemorrhagic fever orthonairovirus,1969.0,9
Cucumber mosaic virus,1969.0,2
Norwalk virus,1969.0,3
Argentinian mammarenavirus,1969.0,2
Carp sprivivirus,1969.0,1
Zaliv Terpeniya uukuvirus,1969.0,12
Cassava alphaflexivirus,1969.0,1
Ralstonia phage YO194_1,1969.0,1
Warrego virus,1969.0,20
Chilibre pacuvirus,1969.0,3
Usutu virus,1969.0,1
Mumps orthorubulavirus,1969.0,9
Bovine rhinitis A virus,1969.0,1
Anser anser polyomavirus 1,1969.0,1
Brugmansia mosaic virus,1969.0,1
Citrus yellow vein-associated virus,1969.0,2
Bangoran virus,1969.0,3
Zirqa virus,1969.0,9
Venezuelan equine encephalitis virus,1969.0,10
Cache Valley orthobunyavirus,1969.0,3
Pestivirus C,1969.0,1
Avian orthoavulavirus 1,1969.0,2
Enterovirus B,1969.0,5
Eastern equine encephalitis virus,1969.0,4
Calovo virus,1969.0,3
Yata ephemerovirus,1969.0,3
Bovine fever ephemerovirus,1969.0,6
BeAn 157575 virus,1969.0,1
Equid alphaherpesvirus 4,1969.0,2
Umatilla virus,1969.0,20
Birao orthobunyavirus,1969.0,10
Apple stem grooving virus,1969.0,1
Bluetongue virus,1969.0,20
Ralstonia phage YO003_3,1969.0,1
Rabies lyssavirus,1969.0,3
Changuinola virus,1969.0,22
Charleville sripuvirus,1969.0,3
Equid gammaherpesvirus 2,1969.0,2
Zika virus,1969.0,3
Avian coronavirus,1969.0,5
Rift Valley fever phlebovirus,1969.0,11
Murray Valley encephalitis virus,1969.0,1
Wesselsbron virus,1969.0,4
Ovine mastadenovirus B,1969.0,1
Dengue virus,1969.0,2
Tyuleniy virus,1969.0,2
Cassava common mosaic virus,1969.0,1
Reticuloendotheliosis virus,1969.0,1
Sclerotinia sclerotiorum hypovirus 2,1969.0,2
Rubivirus rubellae,1969.0,1
Human mastadenovirus B,1969.0,5
Lassa mammarenavirus,1969.0,2
Snowshoe hare orthobunyavirus,1969.0,3
Small ruminant morbillivirus,1969.0,4
Lake Chad virus,1969.0,14
Aedes sollicitans nucleopolyhedrovirus,1969.0,2
Saphire II virus,1969.0,3
Human mastadenovirus E,1969.0,2
Great Island virus,1969.0,11
Jutiapa virus,1969.0,2
Sindbis virus,1969.0,4
Japanese encephalitis virus,1969.0,2
Inhangapi arurhavirus,1969.0,3
Hepatitis B virus,1969.0,2
Influenza C virus,1969.0,6
Influenza B virus,1969.0,8
Influenza A virus,1969.0,81
Kaeng Khoi orthobunyavirus,1969.0,6
African swine fever virus,1969.0,2
Scot orthonairovirus,1969.0,3
Tick-borne encephalitis virus,1969.0,16
Sakhalin orthonairovirus,1969.0,7
Foot-and-mouth disease virus,1969.0,8
Sunday Canyon virus,1969.0,3
Lyssavirus rabies,1969.0,2
Staphylococcus phage 812,1969.0,1
Saint Louis encephalitis virus,1969.0,1
Farmington virus,1969.0,3
Frijoles phlebovirus,1969.0,3
Lymantria dispar multiple nucleopolyhedrovirus,1969.0,6
Equid alphaherpesvirus 4,1970.0,1
Cardiovirus B,1970.0,1
Dhori thogotovirus,1970.0,3
Enterovirus B,1970.0,7
Sakhalin orthonairovirus,1970.0,3
Escherichia phage Lambda h434 imm21,1970.0,1
Campana phlebovirus,1970.0,3
Cacao phlebovirus,1970.0,8
Burdock mottle virus,1970.0,4
Japanese encephalitis virus,1970.0,1
Saint Louis encephalitis virus,1970.0,1
Zingilamo virus,1970.0,1
Issyk-kul orthonairovirus,1970.0,3
Norwalk virus,1970.0,1
Bovine atadenovirus D,1970.0,1
Venezuelan equine encephalitis virus,1970.0,5
Hepatitis B virus,1970.0,18
Bluetongue virus,1970.0,1
Sunrhavirus bimbo,1970.0,1
Sunrhavirus kolongo,1970.0,1
Bimbo virus,1970.0,3
Betacoronavirus 1,1970.0,1
Equid alphaherpesvirus 3,1970.0,1
Influenza A virus,1970.0,65
Powassan virus,1970.0,1
Bovine fever ephemerovirus,1970.0,16
Rotavirus C,1970.0,1
Variola virus,1970.0,3
Mayaro virus,1970.0,1
Gallid alphaherpesvirus 1,1970.0,1
Gallid alphaherpesvirus 2,1970.0,1
Mokola lyssavirus,1970.0,3
Monkeypox virus,1970.0,1
Eastern equine encephalitis virus,1970.0,1
Gan Gan orthobunyavirus,1970.0,3
Garba sunrhavirus,1970.0,3
Turkey aviadenovirus 2,1970.0,1
Punta Toro phlebovirus,1970.0,3
Aeromonas virus 56,1970.0,2
Mosqueiro hapavirus,1970.0,3
Chobar Gorge virus,1970.0,20
Landjia hapavirus,1970.0,3
Sokoluk virus,1970.0,6
Great Island virus,1970.0,11
Fowlpox virus,1970.0,1
Chicken anemia virus,1970.0,1
Foot-and-mouth disease virus,1970.0,25
European bat 1 lyssavirus,1970.0,2
Rift Valley fever phlebovirus,1970.0,5
Pseudomonas virus PhiS1,1970.0,2
Sandjimba virus,1970.0,3
Vaccinia virus,1970.0,1
Enterovirus A,1970.0,2
Kolongo virus,1970.0,3
Madariaga virus,1970.0,1
Cassava virus X,1970.0,1
Cassava frogskin associated virus,1970.0,6
Cassava alphaflexivirus,1970.0,1
African swine fever virus,1970.0,2
Mumps orthorubulavirus,1970.0,4
Changuinola virus,1970.0,10
Pelargonium leaf curl virus,1970.0,2
Dengue virus,1970.0,4
Avian coronavirus,1970.0,2
Orf virus,1970.0,4
Potato virus X,1970.0,2
Human mastadenovirus C,1970.0,2
Semliki Forest virus,1970.0,1
Human betaherpesvirus 5,1970.0,2
Baku virus,1970.0,10
Xanthomonas phage Xp12,1970.0,1
Porcine circovirus 2,1970.0,2
Porcine circovirus 3,1970.0,1
Piscine novirhabdovirus,1970.0,3
Bakau orthobunyavirus,1970.0,3
Ouango virus,1970.0,3
Batama orthobunyavirus,1970.0,3
Hughes orthonairovirus,1970.0,4
Potato virus Y,1970.0,1
Tobacco ringspot virus,1970.0,1
Potato virus V,1970.0,1
Bangui virus,1970.0,3
Human gammaherpesvirus 4,1970.0,1
Yacaaba virus,1970.0,3
Tick-borne encephalitis virus,1970.0,1
Avian orthoavulavirus 1,1970.0,2
West Nile virus,1970.0,1
Kyasanur Forest disease virus,1971.0,1
Enterovirus A,1971.0,20
Phytophthora cactorum alphaendornavirus 3,1971.0,1
Cucumber green mottle mosaic virus,1971.0,1
Human gammaherpesvirus 8,1971.0,6
Cassava virus X,1971.0,2
Salanga phlebovirus,1971.0,6
Sindbis virus,1971.0,3
Dengue virus,1971.0,12
Enterovirus B,1971.0,7
Ross River virus,1971.0,1
Tataguine orthobunyavirus,1971.0,12
Phytophthora cactorum alphaendornavirus 1,1971.0,1
Thiafora orthonairovirus,1971.0,6
Venezuelan equine encephalitis virus,1971.0,5
Suid alphaherpesvirus 1,1971.0,2
Gray Lodge hapavirus,1971.0,3
Phytophthora cactorum alphaendornavirus 2,1971.0,1
Khasan virus,1971.0,3
Agrobacterium virus 7-7-1,1971.0,2
Cassava frogskin associated virus,1971.0,2
Wesselsbron virus,1971.0,1
Western equine encephalitis virus,1971.0,6
Ledantevirus barur,1971.0,1
Maize mosaic nucleorhabdovirus,1971.0,1
Lymantria dispar multiple nucleopolyhedrovirus,1971.0,5
Marmot herpesvirus 1,1971.0,1
Fowl aviadenovirus D,1971.0,1
Phnom Penh bat virus,1971.0,1
African swine fever virus,1971.0,7
Duvenhage lyssavirus,1971.0,6
Crimean-Congo hemorrhagic fever orthonairovirus,1971.0,3
Human mastadenovirus E,1971.0,1
Lumpy skin disease virus,1971.0,4
Avian orthoavulavirus 1,1971.0,2
Louping ill virus,1971.0,1
African horse sickness virus,1971.0,2
Foot-and-mouth disease virus,1971.0,9
Small ruminant morbillivirus,1971.0,2
Monkeypox virus,1971.0,2
Citrus tristeza virus,1971.0,14
Soybean yellow common mosaic virus,1971.0,1
Eastern equine encephalitis virus,1971.0,11
Avian coronavirus,1971.0,4
Aniva virus,1971.0,7
Escherichia virus Qbeta,1971.0,4
Eidolon helvum simplexvirus 1,1971.0,3
Chim orthonairovirus,1971.0,1
Strawberry latent ringspot virus,1971.0,2
Salmonid novirhabdovirus,1971.0,2
Abu Hammad orthonairovirus,1971.0,6
Wheat streak mosaic virus,1971.0,1
Mumps orthorubulavirus,1971.0,11
Tick-borne encephalitis virus,1971.0,10
Caimito pacuvirus,1971.0,9
Human alphaherpesvirus 2,1971.0,1
Cowpox virus,1971.0,1
Saguinine gammaherpesvirus 1,1971.0,1
Enterovirus D,1971.0,1
Bovine fever ephemerovirus,1971.0,2
Norwalk virus,1971.0,6
Piscine novirhabdovirus,1971.0,2
Argentinian mammarenavirus,1971.0,6
Semliki Forest virus,1971.0,1
Rotavirus A,1971.0,12
Bovine atadenovirus D,1971.0,1
Saint Floris virus,1971.0,3
