Species,Host,Count
Acinetobacter virus Presley,Acinetobacter nosocomialis M2,2
Acinetobacter virus R3177,Acinetobacter sp.,2
Acinetobacter virus SH-Ab 15519,Acinetobacter baumannii,2
Acinetobacter virus SWHAb1,Acinetobacter baumannii,2
Acinetobacter virus SWHAb3,Acinetobacter baumannii,2
Acinetobacter virus WCHABP1,Acinetobacter baumannii,2
Acinetobacter virus WCHABP12,Acinetobacter baumannii,2
Acinetobacter virus WCHABP5,Acinetobacter baumannii,2
Acinetobacter virus ZZ1,Acinetobacter baumannii,2
Acinetobacter virus fHyAci03,Acinetobacter pittii,2
Acinetobacter virus phiAB1,Acinetobacter baumannii,3
Acinetobacter virus phiAB6,Acinetobacter baumannii,2
Acinetobacter virus vB_AbaP_AGC01,Acinetobacter baumannii,1
Acinonyx jubatus papillomavirus type 1,Acinonyx jubatus,45
Acinonyx jubatus papillomavirus type 1,Panthera pardus,1
Acinopterus angulatus reovirus,Acinopterus angulatus,1
Acipenser iridovirus-European,Acipenser baerii,9
Acipenser iridovirus-European,Acipenser gueldenstaedtii,14
Acipenser iridovirus-European,Acipenser naccarii,5
Acipenser iridovirus-European,Acipenser ruthenus,1
Acipenser iridovirus-European,Acipenser stellatus,1
Acipenser iridovirus-European,Acipenser transmontanus,1
Acipenser iridovirus-European,Huso huso,2
Acipenserid herpesvirus 1,Acipenser transmontanus,15
Acipenserid herpesvirus 2,Acipenser baerii,5
Acipenserid herpesvirus 2,Acipenser brevirostrum,1
Acipenserid herpesvirus 2,Acipenser transmontanus,7
"Acomys herpesvirus SVMS 226,222",Acomys dimidiatus,1
Aconite virus A,Aconitum carmichaelii,1
Aconitum latent virus,Aconitum,1
Aconitum latent virus,Delphinium,2
Acremonium magoulivirus,Acremonium sclerotigenum,1
Acrididae reovirus,Locusta migratoria,9
Acropoma japonicum iridovirus,Acropoma japonicum,1
Acropoma japonicum nervous necrosis virus,Acropoma japonicum,1
Acropora pruinosa phage,Acropora pruinosa,1
Actias selene nucleopolyhedrovirus,Actias selene,10
Actinidia chlorotic ringspot-associated emaravirus,Actinidia,84
Actinidia chlorotic ringspot-associated emaravirus,Actinidia deliciosa,13
Actinidia cytorhabdovirus JS27,Actinidia deliciosa,1
Actinidia emaravirus 2,Actinidia deliciosa,12
Actinidia seed borne latent virus,Actinidia chinensis,2
Actinidia seed borne latent virus,Actinidia deliciosa,2
Actinidia seed-borne latent like virus,Actinidia,1
Actinidia virus 1,Actinidia,2
Actinidia virus 1,Actinidia chinensis,2
Actinidia virus 1,Actinidia deliciosa,26
Actinidia virus A,Actinidia,57
Actinidia virus A,Actinidia chinensis,4
Actinidia virus A,Actinidia deliciosa,16
Actinidia virus B,Actinidia,37
Actinidia virus B,Actinidia chinensis,5
Actinidia virus B,Actinidia deliciosa,9
Actinidia virus C,Actinidia,18
Actinidia virus X,Actinidia chinensis,1
Actinidia virus X,Browallia americana,2
Actinidia virus X,Capsicum annuum,1
Actinidia virus X,Plantago lanceolata,15
Actinidia virus X,Ribes nigrum,2
Actinidia yellowing ringspot virus,Actinidia,3
Actinidia yellowing ringspot virus,Actinidia deliciosa,12
Actinidia yellowing virus 1,Actinidia,1
Actinidia yellowing virus 2,Actinidia,1
Actinomyces phage LC001,Actinomyces,1
Actinomyces phage xhp1,Schaalia odontolytica,1
Actinomyces virus Av1,Actinomyces naeslundii,2
Actinophage RP3,Streptomyces rimosus,1
Actinoplanes phage phiAsp2,Actinoplanes,1
Actinoplanes phage phiAsp2,Actinoplanes sp. SN223/29,1
Acute bee paralysis virus,Andrena flavipes,1
Acute bee paralysis virus,Andrena hattorfiana,1
Acute bee paralysis virus,Andrena impunctata,1
Acute bee paralysis virus,Andrena lagopus,1
Acute bee paralysis virus,Anthidium florentinum,1
Acute bee paralysis virus,Anthidium manicatum,1
Acute bee paralysis virus,Apis cerana,19
Acute bee paralysis virus,Apis dorsata,5
Acute bee paralysis virus,Apis mellifera,143
Acute bee paralysis virus,Apis mellifera carnica,25
Acute bee paralysis virus,Apis mellifera scutellata,1
Acute bee paralysis virus,Bombus,2
Acute bee paralysis virus,Bombus hortorum,1
Acute bee paralysis virus,Bombus humilis,2
Acute bee paralysis virus,Bombus ignitus,1
Acute bee paralysis virus,Bombus lantschouensis,1
Acute bee paralysis virus,Bombus lapidarius,2
Acute bee paralysis virus,Bombus pascuorum,6
Acute bee paralysis virus,Bombus patagiatus,1
Acute bee paralysis virus,Bombus ruderarius,1
Acute bee paralysis virus,Bombus ruderatus,1
Acute bee paralysis virus,Bombus sp.,14
Acute bee paralysis virus,Bombus terrestris,20
Acute bee paralysis virus,Cerceris,1
Acute bee paralysis virus,Eucera eucnemidea,1
Acute bee paralysis virus,Eucera sp.,2
Acute bee paralysis virus,Halictus fulvipes,4
Acute bee paralysis virus,Halictus scabiosae,1
Acute bee paralysis virus,Halictus sp.,1
Acute bee paralysis virus,Insecta,1
Acute bee paralysis virus,Lasioglossum glabriusculum,1
Acute bee paralysis virus,Lasioglossum malachurum,4
Acute bee paralysis virus,Lasioglossum pauperatum,1
Acute bee paralysis virus,Lasioglossum pauxillum,1
Acute bee paralysis virus,Lasius niger,1
Acute bee paralysis virus,Lithurgus cornutus,1
Acute bee paralysis virus,Megachile leachella,1
Acute bee paralysis virus,Megachile melanopyga,1
Acute bee paralysis virus,Megachile pilidens,1
Acute bee paralysis virus,Megachile rotundata,1
Acute bee paralysis virus,Megascolia maculata flavifrons,1
Acute bee paralysis virus,Melipona scutellaris,1
Acute bee paralysis virus,Nomada distinguenda,1
Acute bee paralysis virus,Osmia aurulenta,1
Acute bee paralysis virus,Osmia bicornis,1
Acute bee paralysis virus,Polistes nimpha,1
Acute bee paralysis virus,Polistes sp.,1
Acute bee paralysis virus,Pseudapis diversipes,1
Acute bee paralysis virus,Sceliphron caementarium,1
Acute bee paralysis virus,Sphaerophoria scripta,1
Acute bee paralysis virus,Stelis breviuscula,1
Acute bee paralysis virus,Tropilaelaps mercedesae,4
Acute bee paralysis virus,Varroa destructor,6
Acute bee paralysis virus,Vespa velutina nigrithorax,6
Acute bee paralysis virus,Xylocopa iris,1
Acute bee paralysis virus,Xylocopa violacea,1
Acyrthosiphon pisum virus,Acyrthosiphon pisum,12
Acyrthosiphon pisum virus,Culex pipiens,1
Acyrthosiphon pisum virus,Myotis daubentonii,1
Adagum virus,Rhipicephalus bursa,1
Adahivirus asienecus,activated sludge metagenome,1
Adahmuvirus asiocola,activated sludge metagenome,1
Adana phlebovirus,Phlebotomus,6
Adelaide River ephemerovirus,Bos taurus,3
Adeno-Associated Virus Clade A,Macaca mulatta,33
Adeno-Associated Virus Clade C,Macaca mulatta,2
Adeno-Associated Virus Clade D,Macaca mulatta,2
Adeno-Associated Virus PREDICT_AaV-10,Macaca mulatta,3
Adeno-Associated Virus PREDICT_AaV-11,Macaca mulatta,6
Adeno-Associated Virus PREDICT_AaV-5,Macaca mulatta,1
Adeno-Associated Virus PREDICT_AaV-6,Macaca mulatta,2
Adeno-Associated Virus PREDICT_AaV-7,Macaca mulatta,2
Adeno-Associated Virus PREDICT_AaV-8,Macaca mulatta,4
Adeno-Associated Virus PREDICT_AaV-9,Macaca mulatta,1
Adeno-Associated Virus rh.8,Macaca mulatta,32
Adeno-associated dependoparvovirus A,Homo sapiens,122
Adeno-associated dependoparvovirus A,Macaca mulatta,4
Adeno-associated dependoparvovirus B,Bos taurus,1
Adeno-associated dependoparvovirus B,Capra hircus,1
Adeno-associated dependoparvovirus B,Marmota himalayana,1
Adeno-associated virus,Anas superciliosa,3
Adeno-associated virus,Anatidae,1
Adeno-associated virus,Cairina moschata,2
Adeno-associated virus,Falco peregrinus,1
Adeno-associated virus,Homo sapiens,196
Adeno-associated virus,Macaca mulatta,54
Adeno-associated virus,Myocastor coypus,1
Adeno-associated virus,Myodes glareolus,2
Adeno-associated virus,Primates,8
Adeno-associated virus,Sus scrofa,25
Adeno-associated virus - Po1,Sus scrofa domesticus,1
Adeno-associated virus - Po2,Sus scrofa domesticus,1
Adeno-associated virus - Po3,Sus scrofa domesticus,1
Adeno-associated virus Croatia cul1_12,Rhinolophus ferrumequinum,1
Adenoviridae sp.,Aves,7
Adenoviridae sp.,Eonycteris spelaea,1
Adenoviridae sp.,Geoclemys hamiltonii,1
Adenoviridae sp.,Pan troglodytes schweinfurthii,1
Adenoviridae sp.,Terrapene carolina,1
Adenoviridae sp.,Testudinidae,2
Adenoviridae sp.,Testudo hermanni,1
Adenoviridae sp.,Trachemys scripta elegans,1
Adenovirus Hu/CUHKA4751/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA5073/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA5173/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA5330/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA5509/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA6696/2008/HKG,Homo sapiens,1
Adenovirus Hu/CUHKA6807/2008/HKG,Homo sapiens,1
Adenovirus Hu/RJ/2006-08/Brazil/2006,Homo sapiens,1
Adenovirus Hu/RJ/2006-13/Brazil/2006,Homo sapiens,1
Adenovirus Hu/RJ/2006-14/Brazil/2006,Homo sapiens,1
Adenovirus Hu/RJ/2008-317/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-318/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-319/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-320/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-322/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-323/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-324/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-334/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-335/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-337/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-338/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-339/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-340/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-341/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-342/Brazil/2008,Homo sapiens,1
Adenovirus Hu/RJ/2008-356/Brazil/2008,Homo sapiens,1
Adenovirus PREDICT_AdV-12,Pteropus giganteus,1
Adenovirus PREDICT_AdV-13,Artibeus obscurus,1
Adenovirus PREDICT_AdV-13,Carollia perspicillata,1
Adenovirus PREDICT_AdV-13,Chiroptera,1
Adenovirus PREDICT_AdV-13,Rhynchonycteris naso,1
Adenovirus PREDICT_AdV-13,Sturnira,1
Adenovirus PREDICT_AdV-13,Sturnira lilium,1
Adenovirus PREDICT_AdV-14,Glossophaga soricina,1
Adenovirus PREDICT_AdV-15,Sturnira lilium,2
Adenovirus PREDICT_AdV-16,Anoura caudifer,2
Adenovirus PREDICT_AdV-16,Carollia perspicillata,2
Adenovirus PREDICT_AdV-16,Glossophaga soricina,1
Adenovirus PREDICT_AdV-17,Lophuromys sikapusi,1
Adenovirus PREDICT_AdV-17,Thryonomys swinderianus,1
Adenovirus PREDICT_AdV-18,Soricidae,2
Adenovirus PREDICT_AdV-19,Praomys,1
Adenovirus PREDICT_AdV-2,Gorilla beringei beringei,1
Adenovirus PREDICT_AdV-20,Mus musculus,1
Adenovirus PREDICT_AdV-21,Praomys,2
Adenovirus PREDICT_AdV-22,Dasymys rufulus,3
Adenovirus PREDICT_AdV-22,Mus sp. TG-2020,1
Adenovirus PREDICT_AdV-23,Gerbilliscus kempi,1
Adenovirus PREDICT_AdV-24,Lophuromys nudicaudus,6
Adenovirus PREDICT_AdV-24,Uranomys ruddi,1
Adenovirus PREDICT_AdV-25,Praomys,2
Adenovirus PREDICT_AdV-26,Rattus rattus,1
Adenovirus PREDICT_AdV-27,Macroglossus sobrinus,1
Adenovirus PREDICT_AdV-28,Epomops franqueti,3
Adenovirus PREDICT_AdV-29,Epomops franqueti,1
Adenovirus PREDICT_AdV-29,Megaloglossus woermanni,3
Adenovirus PREDICT_AdV-3,Pteropus giganteus,1
Adenovirus PREDICT_AdV-30,Rousettus aegyptiacus,1
Adenovirus PREDICT_AdV-31,Rattus rattus,2
Adenovirus PREDICT_AdV-32,Mastomys natalensis,1
Adenovirus PREDICT_AdV-33,Pipistrellus musciculus,3
Adenovirus PREDICT_AdV-34,Neoromicia tenuipinnis,3
Adenovirus PREDICT_AdV-35,Doryrhina cyclops,1
Adenovirus PREDICT_AdV-35,Rhinolophus alcyone,2
Adenovirus PREDICT_AdV-35,Rhinolophus landeri,1
Adenovirus PREDICT_AdV-36,Hipposideros caffer,3
Adenovirus PREDICT_AdV-37,Chaerephon pumilus,1
Adenovirus PREDICT_AdV-37,Mops demonstrator,1
Adenovirus PREDICT_AdV-38,Doryrhina cyclops,10
Adenovirus PREDICT_AdV-38,Megaloglossus woermanni,1
Adenovirus PREDICT_AdV-38,Micropteropus pusillus,1
Adenovirus PREDICT_AdV-39,Doryrhina cyclops,1
Adenovirus PREDICT_AdV-40,Macronycteris commersoni,1
Adenovirus PREDICT_AdV-41,Macronycteris commersoni,1
Adenovirus PREDICT_AdV-41,Macronycteris gigas,1
Adenovirus PREDICT_AdV-42,Rhinolophus landeri,1
Adenovirus PREDICT_AdV-43,Lophuromys,3
Adenovirus PREDICT_AdV-44,Dasymys rufulus,2
Adenovirus PREDICT_AdV-44,Praomys,1
Adenovirus PREDICT_AdV-45,Murinae gen. sp. TG-2020,2
Adenovirus PREDICT_AdV-46,Malacomys longipes,1
Adenovirus PREDICT_AdV-47,Malacomys,1
Adenovirus PREDICT_AdV-48,Hipposideros caffer,4
Adenovirus PREDICT_AdV-49,Hipposideros caffer,7
Adenovirus PREDICT_AdV-5,Pteropus giganteus,3
Adenovirus PREDICT_AdV-50,Hipposideros caffer,3
Adenovirus PREDICT_AdV-51,Dasymys rufulus,1
Adenovirus PREDICT_AdV-52,Hylomyscus stella,1
Adenovirus PREDICT_AdV-53,Rousettus aegyptiacus,1
Adenovirus PREDICT_AdV-54,Rousettus aegyptiacus,2
Adenovirus PREDICT_AdV-55,Macaca mulatta,6
Adenovirus PREDICT_AdV-55,Macaca nemestrina,1
Adenovirus PREDICT_AdV-56,Neoromicia tenuipinnis,1
Adenovirus PREDICT_AdV-57,Nycteris hispida,1
Adenovirus PREDICT_AdV-58,Mops condylurus,2
Adenovirus PREDICT_AdV-59,Mops condylurus,1
Adenovirus PREDICT_AdV-60,Rhinolophus fumigatus,1
Adenovirus PREDICT_AdV-61,Lissonycteris angolensis,1
Adenovirus PREDICT_AdV-62,Neoromicia tenuipinnis,1
Adenovirus PREDICT_AdV-63,Eidolon helvum,1
Adenovirus PREDICT_AdV-64,Rhinolophus alcyone,1
Adenovirus PREDICT_AdV-64,Rhinolophus landeri,1
Adenovirus PREDICT_AdV-65,Rousettus aegyptiacus,1
Adenovirus PREDICT_AdV-66,Hipposideros diadema,1
Adenovirus PREDICT_AdV-66,Hipposideros galeritus,4
Adenovirus PREDICT_AdV-67,Hipposideros diadema,1
Adenovirus PREDICT_AdV-68,Doryrhina cyclops,3
Adenovirus PREDICT_AdV-69,Macaca mulatta,2
Adenovirus PREDICT_AdV-69,Suncus murinus,3
Adenovirus PREDICT_AdV-7,Pteropus giganteus,2
Adenovirus PREDICT_AdV-70,Sundamys muelleri,1
Adenovirus PREDICT_AdV-71,Rhinophylla pumilio,1
Adenovirus PREDICT_AdV-71,Sturnira,1
Adenovirus PREDICT_AdV-72,Macaca mulatta,6
Adenovirus PREDICT_AdV-73,Mus musculoides,5
Adenovirus PREDICT_AdV-74,Mus musculoides,5
Adenovirus PREDICT_AdV-74,Mus musculus,1
Adenovirus PREDICT_AdV-75,Crocidura,1
Adenovirus PREDICT_AdV-75,Heimyscus fumosus,2
Adenovirus PREDICT_AdV-75,Hylomyscus,6
Adenovirus PREDICT_AdV-75,Hylomyscus parvus,1
Adenovirus PREDICT_AdV-75,Hylomyscus stella,1
Adenovirus PREDICT_AdV-75,Mus musculoides,79
Adenovirus PREDICT_AdV-75,Praomys tullbergi,19
Adenovirus PREDICT_AdV-77,Nasalis larvatus,1
Adenovirus PREDICT_AdV-78,Rousettus aegyptiacus,1
Adenovirus PREDICT_AdV-79,Micropteropus pusillus,1
Adenovirus PREDICT_AdV-8,Pteropus giganteus,1
Adenovirus PREDICT_AdV-80,Rousettus aegyptiacus,1
Adenovirus PREDICT_AdV-81,Glossophaga soricina,1
Adenovirus PREDICT_AdV-87,Glossophaga soricina,1
Adenovirus PREDICT_AdV-87,Myotis californicus,1
Adenovirus PREDICT_AdV-87,Pteronotus davyi,1
Adenovirus PREDICT_AdV-90,Bandicota bengalensis,2
Adenovirus PREDICT_AdV-90,Bandicota indica,1
Adenovirus PREDICT_AdV-90,Rattus rattus,2
Adenovirus PREDICT_AdV-90,Suncus murinus,1
Adenovirus PREDICT_AdV-91,Pongo pygmaeus,1
Adenovirus red squirrel/DEU/JK-2011,Sciurus vulgaris,2
Adenovirus sp.,Cordylus tropidosternum,1
Adenovirus sp.,Homo sapiens,18
Adenovirus sp.,Protobothrops mucrosquamatus,2
Adenovirus squirrel/298/07-19/PT,Sciurus vulgaris,2
Adenovirus squirrel/96-29/KOR,Sciurus vulgaris,2
Adenovirus squirrel/GBR/SG-2012,Sciurus vulgaris,2
Adintovirus sp.,Homo sapiens,2
Adler hantavirus,Microtus majori,25
Adonis mosaic virus,Adonis ramosa,2
Adoxophyes honmai entomopoxvirus,Adoxophyes honmai,2
Adoxophyes orana granulovirus,Adoxophyes honmai,25
Adoxophyes orana granulovirus,Adoxophyes orana,10
Adoxophyes orana nucleopolyhedrovirus,Adoxophyes orana,2
Aedes Ifla-like virus,Aedes albopictus,1
Aedes aegypti Thai densovirus,Aedes aegypti,1
Aedes aegypti To flavivirus-like,Aedes aegypti,1
Aedes aegypti To virus 1,Aedes aegypti,1
Aedes aegypti To virus 2,Aedes aegypti,1
Aedes aegypti anphevirus,Aedes aegypti,11
Aedes aegypti toti-like virus,Aedes aegypti,2
Aedes aegypti totivirus,Aedes aegypti,23
Aedes aegypti totivirus,Culicidae,7
Aedes aegypti totivirus 2,Aedes aegypti,1
Aedes aegypti virga-like virus,Aedes aegypti,1
Aedes alboannulatus orthomyxo-like virus,Aedes alboannulatus,4
Aedes alboannulatus toti-like virus 1,Ochlerotatus camptorhynchus,2
Aedes albopictus anphevirus,Aedes albopictus,1
Aedes albopictus densovirus 5,Aedes albopictus,1
Aedes albopictus densovirus 7,Aedes albopictus,1
Aedes albopictus negev-like virus,Aedes aegypti,1
Aedes albopictus negev-like virus,Aedes albopictus,1
Aedes albopictus toti-like virus,Aedes albopictus,1
Aedes anphevirus,Aedes aegypti,20
Aedes anphevirus,Aedes albopictus,2
Aedes binegev-like virus 1,Aedes aegypti,2
Aedes binegev-like virus 2,Aedes albopictus,2
Aedes birnavirus,Aedes notoscriptus,4
Aedes camptorhynchus negev-like virus,Ochlerotatus camptorhynchus,2
Aedes camptorhynchus reo-like virus,Ochlerotatus camptorhynchus,8
Aedes camptorhynchus toti-like virus 1,Ochlerotatus camptorhynchus,2
Aedes detritus orthomyxo-like virus,Ochlerotatus detritus,4
Aedes flavivirus,Aedes aegypti,24
Aedes flavivirus,Aedes albopictus,61
Aedes flavivirus,Aedes esoensis,4
Aedes flavivirus,Aedes flavopictus,4
Aedes flavivirus,Aedes luteocephalus,3
Aedes flavivirus,Aedes sp.,2
Aedes flavivirus,Aedes vexans nipponii,1
Aedes flavivirus,Culex pipiens,2
Aedes galloisi flavivirus,Aedes galloisi,2
Aedes iflavi-like virus 1,Aedes aegypti,3
Aedes iflavi-like virus 2,Aedes aegypti,2
Aedes notoscriptus flavivirus,Aedes notoscriptus,2
Aedes orbi-like virus,Aedes aegypti,7
Aedes orthomyxo-like virus 2,Aedes albopictus,5
Aedes partiti-like virus 1,Aedes aegypti,2
Aedes permutotetra-like virus 1,Aedes aegypti,1
Aedes permutotetra-like virus 2,Aedes aegypti,2
Aedes phasmavirus,Aedes albopictus,27
Aedes pseudoscutellaris reovirus,Aedes aegypti,9
Aedes rhabdo-like virus,Aedes aegypti,1
Aedes sollicitans nucleopolyhedrovirus,Ochlerotatus sollicitans,2
Aedes vexans densovirus,Aedes vexans,1
Aedes vexans iflavirus,Aedes vexans,1
Aedes vexans iflavirus,Culex pipiens,1
Aegean partiti-like virus,Tetraselmis chuii,1
Aegithalos caudatus CRESS-DNA-virus sp.,Aegithalos caudatus,1
Aegithalos caudatus Genomoviridae sp.,Aegithalos caudatus,3
Aegithalos caudatus parvoviridae sp.,Aegithalos caudatus,4
Aegithalos caudatus parvoviridae sp.,Cygnus atratus,2
Aeonium ringspot virus,Aeonium,4
Aeribacillus virus AP45,Aeribacillus pallidus,2
Aerococcus phage vB_AviM_AVP,Aerococcus viridans,1
Aeromonas phage 13AhydR10PP,Aeromonas hydrophila,1
Aeromonas phage 14AhydR10PP,Aeromonas hydrophila,1
Aeromonas phage 2_D05,Aeromonas rivipollensis,2
Aeromonas phage 3,Aeromonas salmonicida,1
Aeromonas phage 31.2,Aeromonas salmonicida,1
Aeromonas phage 32,Aeromonas salmonicida,1
Aeromonas phage 44RR2.8t.2,Aeromonas salmonicida,1
Aeromonas phage 4_4512,Aeromonas rivipollensis,1
Aeromonas phage 4_D05,Aeromonas rivipollensis,2
Aeromonas phage 4_L372X,Aeromonas hydrophila,1
Aeromonas phage 50AhydR13PP,Aeromonas hydrophila,2
Aeromonas phage 51,Aeromonas salmonicida,1
Aeromonas phage 59.1,Aeromonas salmonicida,1
Aeromonas phage 60AhydR15PP,Aeromonas hydrophila,2
Aeromonas phage 62AhydR11PP,Aeromonas hydrophila,1
Aeromonas phage 65.2,Aeromonas salmonicida,1
Aeromonas phage 85AhydR10PP,Aeromonas hydrophila,1
Aeromonas phage A051,Aeromonas sp.,1
Aeromonas phage AP1,Aeromonas hydrophila,1
Aeromonas phage APT65,Aeromonas hydrophila,1
Aeromonas phage AS-szw,Aeromonas salmonicida subsp. salmonicida,1
Aeromonas phage AS-yj,Aeromonas salmonicida subsp. salmonicida,1
Aeromonas phage AVP1,Aeromonas veronii,1
Aeromonas phage Aer_P220,Aeromonas popoffii,1
Aeromonas phage Aes002,Aeromonas salmonicida,1
Aeromonas phage Aes007,Aeromonas salmonicida,1
Aeromonas phage Aes120,Aeromonas salmonicida,1
Aeromonas phage Aes123,Aeromonas salmonicida,1
Aeromonas phage Aes144,Aeromonas salmonicida,1
Aeromonas phage Aes151,Aeromonas salmonicida,1
Aeromonas phage Aes509,Aeromonas salmonicida,1
Aeromonas phage Aes512,Aeromonas salmonicida,1
Aeromonas phage Aes516,Aeromonas salmonicida,1
Aeromonas phage Aes517,Aeromonas salmonicida,1
Aeromonas phage Ah1,Aeromonas hydrophila,2
Aeromonas phage AhFM11,Aeromonas,1
Aeromonas phage AhMtk13a,Aeromonas hydrophila,1
Aeromonas phage AhMtk13b,Aeromonas hydrophila,1
Aeromonas phage Ahp1_CNU-2021,Aeromonas hydrophila,1
Aeromonas phage Ahp2,Aeromonas hydrophila,1
Aeromonas phage AhyVDH1,Aeromonas hydrophila,1
Aeromonas phage Akh-2,Aeromonas hydrophila,1
